"yr","Type","estimation","total","total.lcl","total.ucl","Dassen.Island","Robben.Island","Boulders","Stony.Point","Dyer.Island","St.Croix.Island","Bird.Island","Mercury","Ichaboe","Halifax","Possession"
1979,"census","fit",52825.9189729468,46728.5114488207,59813.6755202844,12515.83357849,7.09983847111783,1.48132025331827,0.777139107389198,22769.558820709,13931.3452679751,546.228868230462,1078.43706567381,761.876645509515,378.752867410624,318.867000589675
1980,"census","fit",52254.917434964,38732.1167034112,74035.1721667682,11131.1489490502,7.76352234428302,1.57369192251564,0.835550622622202,21893.1538113833,14808.7420989147,565.734570732845,1088.40188259133,770.069715488191,386.417642674028,322.979954326925
1981,"census","fit",52198.3826783069,34184.1077851602,83930.8013546435,9817.98633314352,8.45472235650606,1.66389051859005,0.918944520976969,21058.595067554,15634.4729169002,582.409366432028,1109.98704204688,770.874306590454,389.166951148482,324.663598778194
1982,"census","fit",51912.2517347464,32721.5829823484,87097.4181378651,8822.7349806298,9.18036944829253,1.77528752359714,1.00366766354467,20293.9080012435,16428.4489228241,714.014033881991,1128.90169552605,772.070714098602,393.899281143899,329.852650436667
1983,"census","fit",51597.9045968849,32273.1503194861,86393.6216838829,7775.96157889556,9.86414896562813,1.88271327190592,1.14765088202111,19801.6791957528,17363.265488049,871.106222151886,1147.02989210211,772.662357234612,396.089419543293,331.706211297495
1984,"census","fit",50579.0444109881,33413.829511891,80140.3139218519,6899.65545568009,25.0456603822289,2.00062063755556,4.70946299884015,19155.5204661592,18337.4548457002,1065.72347651014,1154.95171839563,780.592310504692,400.193901580031,335.52689995446
1985,"census","fit",49405.1779495557,37877.1800366576,68377.4237960185,6095.28809076372,97.4746013477776,2.12407904157307,10.9764306491913,18684.2689624018,19365.3139525172,1306.73232745803,1181.96498061337,775.755824375586,403.154990481341,338.878041147621
1986,"census","fit",48377.0076438739,37127.9060956826,67634.202666384,5403.00918843084,224.51919707249,4.02822949215579,25.5696944481264,18130.6000674146,19444.8817084364,1599.965790902,1196.39018854067,781.632836136126,408.0460750498,338.322947470281
1987,"census","fit",47517.5637112459,32563.7047498655,74559.7316108738,4786.57322245866,466.826335331878,7.58158893238877,35.4162606419911,14868.5324266533,19453.4708204443,1956.2600318043,2107.43094997303,1336.93071380609,654.889610428305,468.418550592228
1988,"census","fit",49084.4255417983,33320.0480617525,81172.8331847604,6270.41673687675,805.074793686679,30.1003132571165,49.2416397936429,12299.6485024392,19401.1883714811,2396.4042499063,2652.49406408786,1763.22152361477,754.910177017865,875.119368561533
1989,"census","fit",49937.2184206059,35650.9734114712,83024.0476047416,8237.51921239656,859.641891582115,38.5301002338697,68.1881244674065,10021.6440853895,19444.0125438928,2924.54156956724,3329.39748588331,2315.32892482545,875.616825041852,788.682019300613
1990,"census","fit",48970.7869149308,35946.5028665222,78903.8842820545,8568.28925594069,1273.98822809057,56.3870279955478,85.5753687766493,8288.97552110222,19371.4430181198,3582.00767312581,3527.70554199468,1987.69796202991,1012.51307993324,708.741621091989
