"yr","Type","estimation","total","total.lcl","total.ucl","Dassen.Island","Robben.Island","Boulders","Stony.Point","Dyer.Island","St.Croix.Island","Bird.Island","Mercury","Ichaboe","Halifax","Possession"
1979,"census","fit",52769.6851909795,46661.4675788924,60023.9546461966,12460.5483842835,6.55932464395261,1.40875057629458,0.771655480403391,22810.0146252258,13913.9928082229,541.438418229621,1106.53721908529,743.774835804662,380.639438762042,326.732153305648
1980,"census","fit",52270.823006478,38585.6501089123,75610.228360049,11072.6963488867,7.27807575647805,1.49133927469603,0.845446530237873,21887.0681209571,14854.201769203,561.899956806932,1129.19393505408,753.396991953944,385.451175720214,328.922983014696
1981,"census","fit",52619.8743915085,33710.3957150629,85827.0665463681,9845.88003083799,8.11363697683762,1.60890283009814,0.924281922770214,21375.2381683421,15583.7867535664,580.825053187723,1131.18546751222,756.594034083986,388.883722287495,331.895702447964
1982,"census","fit",52251.663432769,32177.8631668728,88369.8308064087,8659.24102614896,8.89938819349561,1.72373576330673,1.00592935260489,20534.885683253,16530.811636124,712.939780014018,1138.83053983514,753.926623194146,392.75171520571,332.592633955056
1983,"census","fit",51598.4895873952,32030.9367433181,86023.2775593388,7703.00119590616,9.83339846497729,1.85008769829886,1.14689238008087,19872.8346323461,17327.8099120441,870.957131031751,1155.42460649445,771.496864519138,396.284072268784,332.596125505363
1984,"census","fit",50645.1290184287,33068.1743217013,80826.4343842373,6827.6560148885,25.0586560086531,1.98359138902387,4.71350613048026,19227.7684625929,18267.8149216457,1060.80742770357,1174.80318206039,777.50883970149,403.720722370211,334.762118723575
1985,"census","fit",49405.3539572653,37630.3190890928,68718.2499159718,6053.13573932659,97.3497329970814,2.12604636429793,10.9979734074673,18629.2471449064,19369.2475847227,1300.74639865178,1181.65508089551,780.990295386844,407.932323170388,338.239164661745
1986,"census","fit",48198.7550899424,37026.1982906852,67623.8274363164,5385.37086077422,224.609974860698,3.99828212067145,25.5388143360527,18111.416590543,19216.5420871058,1599.48117745385,1192.51567553252,781.399346234645,408.959706649388,338.505703432174
1987,"census","fit",47386.9372827426,32526.914341726,74475.2873581469,4783.10764204543,466.42028640891,7.58089802457506,35.364543808521,14928.884530708,19304.1736964446,1976.54923688457,2101.84157696735,1335.15679895015,656.056534737656,469.407906297464
1988,"census","fit",48821.1597482841,32817.4269757154,80687.3235626505,6244.21087596951,806.597632826856,30.1354829547752,49.045938377781,12315.5571115414,19178.2146358822,2406.42844554412,2664.19132037969,1746.9519907342,761.645069860095,875.182797819498
1989,"census","fit",49892.1503837508,35328.6623874201,82809.6930709874,8217.70238445619,859.074844792245,38.4799808956352,68.409620318834,10103.6085901073,19108.3351569724,2943.98388430525,3344.58722609056,2316.27719013701,875.496302279793,787.113256551297
1990,"census","fit",48928.5383144191,35727.3386262632,79505.6759626474,8533.26056417661,1275.2915568758,56.3586879811982,85.5702815842181,8263.51210393165,19187.8536374169,3589.21360099892,3538.69293657695,1990.98483394168,1012.41235140869,709.204852533945
1991,"census","fit",47564.1256341147,35530.21350274,74367.5454570451,8831.58340635115,1829.86854516041,123.851572630298,75.4960715057614,6336.34775284622,19370.8457843555,3257.88945573307,3543.8371516291,2196.54635826244,846.330775577003,688.592460020001
1992,"census","fit",47095.4000581335,37471.2529997038,66141.7099420289,7664.10994142824,2018.55365440525,160.082530425236,56.7351545867974,6837.45449104252,19285.471891561,3593.40212724689,3569.78995725228,2409.93545606359,704.676096528677,674.446220638033
1993,"census","fit",42108.280299998,37857.6697619382,47541.3016036575,7396.87235144137,2199.05810687091,239.831584403695,41.5656597874648,2747.18121119478,19359.4184913903,2433.02886881915,3494.96973423658,2645.42064974195,702.866223129431,720.660019285657
1994,"census","fit",44416.7631094357,34913.0714925837,61421.6172623349,9217.1421786394,2700.26827346195,348.044047955892,44.3438446434268,4404.39881041002,18250.7380280585,2904.96845347877,2234.67249952821,2763.24473015888,661.368233240273,530.165225237983
1995,"census","fit",44262.2691790764,34092.6589909516,66523.5622991894,9734.74762371328,2370.47848789477,369.398746304044,50.0488903874106,4173.38527235048,17428.9925281263,3445.3090766337,2272.95957003924,3222.235338204,479.013287238073,589.099931149401
