"yr","Type","estimation","total","total.lcl","total.ucl","Dassen.Island","Robben.Island","Boulders","Stony.Point","Dyer.Island","St.Croix.Island","Bird.Island","Mercury","Ichaboe","Halifax","Possession"
1996,"census","fit",41432.8514590843,31437.8845673377,62696.4296720604,9497.59738868066,3043.4575150852,428.822566971458,56.7152989726574,3295.85545215153,16425.1704446986,2460.12028730943,2395.73831141469,2612.12993184686,396.03127844215,504.825273244912
1997,"census","fit",38875.3561926871,29565.865595563,57783.5238842878,8902.40446761431,3319.38049722101,679.801179152499,64.0411456585843,2723.28446790043,15663.2397386938,1749.49176128922,2650.64483257824,1929.18364969576,430.420734529563,507.572041859425
1998,"census","fit",40390.8724020176,32283.3647196778,53953.3748574035,11008.8968873285,3524.25566403533,587.771043496004,72.4553999888167,2050.95672123735,14876.3876114103,2561.18833564764,2870.81077783783,1603.86779489555,446.007784778276,468.56852144938
1999,"census","fit",46329.2448365459,42157.5997925259,51210.2127339914,14912.053069238,4389.39188616519,876.857437027181,86.3440728500436,2325.09133311567,14198.8435698875,3766.50465932493,3007.34701645103,1688.95819597352,482.33084597354,465.898992727576
2000,"census","fit",50413.1848640503,45545.553586443,55709.5225281535,17172.0389963843,5384.51534505497,949.709605390841,102.856934691785,2220.32374648632,15212.0546213039,4121.6934687565,2825.06734988224,1427.5080621303,388.475821911801,367.268190740274
2001,"census","fit",57969.5506348105,52260.0809796451,64211.0340509197,21105.3563897382,6376.13487141872,1047.87332238356,110.760443684628,2100.59392533069,16386.4910139287,4880.36892287497,2693.94349562573,2159.95180766263,507.145871350271,365.832407013511
2002,"census","fit",54088.1710029906,46907.7851229132,63719.6833440762,22391.2170938333,6955.66761073758,1074.65320624292,115.40054709208,2124.09474437093,12350.6482682497,2335.56521179579,3317.10106778762,2171.27139297186,510.189261406358,400.612305641981
2003,"census","fit",46356.530548019,41707.087422015,51711.2129650929,20741.7353226205,6175.93033739098,1048.91650802234,120.834694920434,1962.30139882222,9361.90392750972,1111.79729609697,2764.30485924104,2009.56363478214,540.914969816512,380.753381967701
2004,"census","fit",51723.2613031268,46345.1312733181,57723.30378098,24226.6837734774,7577.66017972679,1185.40043588999,105.285048725306,2177.46951132169,9381.42144614298,2724.63174303978,2121.27726404116,944.689012667974,652.181918295751,440.268559658507
2005,"census","fit",44813.1128773044,40182.7646698473,50320.0532362032,21811.6636685155,7089.34796710775,1213.98833920387,182.040909028792,2064.66063452752,4699.18334147326,3136.37675252374,2366.01140025459,1028.23315778945,617.62271655429,457.8803828684
2006,"census","fit",37798.433256622,34181.9223784255,42072.0965438712,13920.3621092263,6110.56492158427,1112.51049073158,261.413373075382,2040.28173477107,7647.49052221892,2867.93164687751,1864.78800642256,739.965920016436,631.648214612059,364.666703855737
2007,"census","prj",39890.1326527851,35987.4602756462,44543.5202254362,13982.1833006952,7871.15778353244,1424.11750327856,324.277109091895,1865.58226543815,7478.43544813556,3049.88537513087,1899.66848763151,739.913250114008,643.308784977953,366.006537404882
2008,"census","prj",42644.6404966548,38245.3071008443,47885.8097422583,14045.1001866037,10140.5388761415,1824.03022082936,402.331235603487,1705.39457136403,7316.15968583938,3244.32375645189,1936.6601997863,739.617278560913,656.9083098012,367.573092493271
2009,"census","prj",46209.9790043483,41188.7322066768,52308.2576686115,14106.5960933892,13067.9324627395,2336.1701225888,499.604455987575,1559.51027808811,7160.21986931361,3452.69055678398,1976.27841918573,739.621752953528,669.515022495478,369.17398471298
2010,"census","prj",50874.1724221912,44929.6763040042,58277.7335565895,14167.1540081657,16835.5984256145,2991.52968076459,620.586680768491,1426.64252500796,7002.94060908194,3669.69680243943,2013.15307910753,739.221277006131,681.664986116,371.135899363281
