"yr","Type","estimation","total","total.lcl","total.ucl","Dassen.Island","Robben.Island","Boulders","Stony.Point","Dyer.Island","St.Croix.Island","Bird.Island","Mercury","Ichaboe","Halifax","Possession"
1989,"census","fit",49800.6395429556,35650.0815897861,81639.5403293271,8201.9924648119,861.74095445355,38.5440558235436,68.2941814613244,10036.6075122724,19264.8432125206,2929.5372987055,3331.79107408362,2317.20408394458,872.353684658172,784.445765618915
1990,"census","fit",48961.1204143869,35905.6486317185,78803.96355609,8514.48441880482,1272.6045445683,56.5560442323254,85.165722619148,8282.74684758334,19405.0646233061,3579.18911748801,3525.425822174,1992.29664243481,1012.51746445015,708.176350107781
1991,"census","fit",47622.6219171125,36107.5811248692,72663.8337100137,8835.12400860144,1821.7583804354,123.440558111201,75.4991615336704,6350.04118759275,19376.8201210086,3265.25240536738,3549.33337684045,2200.59033274285,848.065457018652,693.708288950146
1992,"census","fit",47163.7362452244,37427.1731940679,65703.3723035116,7666.7393590891,2018.41671991898,160.6695254362,56.9075615244311,6792.93379800201,19353.6354921185,3581.00558606654,3566.00181313115,2418.6126960666,705.443906190342,674.923264459821
1993,"census","fit",42195.1478269023,37697.0014167595,47741.8107436636,7413.7700120204,2204.08302152004,239.771496273612,41.8245122674244,2775.43816194799,19336.365595743,2444.33192598054,3489.20091312654,2645.01733620273,704.285480642562,720.667851700178
1994,"census","fit",44392.158072834,35227.6979194439,61774.432078662,9219.43928262216,2692.26873541323,346.683671394016,44.3916802019586,4397.63446516594,18321.1843944817,2910.46533586428,2232.82249944376,2764.70852646515,662.485099654792,530.070588139758
1995,"census","fit",44390.0071477259,34167.2320295433,66234.1208166062,9703.43022292908,2380.23288743024,370.215508522467,50.0598482143317,4161.5881783001,17536.9607508044,3442.80806969823,2271.85060200889,3209.16033972664,480.257440613424,589.188795721224
1996,"census","fit",41585.5884534905,31734.3006934644,63823.7880975256,9454.2237597231,3037.50955651963,430.915414063165,56.4478679243243,3301.05327694131,16640.5695435883,2462.20017715756,2404.1838463303,2610.64711191726,396.101113899503,505.56724907111
1997,"census","fit",39153.2846662747,29914.3844421817,58788.4010489575,8921.89963384578,3318.50331367062,679.511151438871,64.1948724970595,2717.45262990213,15997.31654816,1760.75697838992,2647.79617101499,1930.76588277755,429.61697564984,507.532457530589
1998,"census","fit",40554.742972804,32776.6662880771,54633.3621287987,11013.0205326422,3534.5460359141,591.067661371885,72.362223670797,2059.58794015491,15044.8038607213,2562.63051695931,2874.54249045436,1604.38445819115,446.7169492656,468.299764903632
1999,"census","fit",46369.398632821,41867.1423898201,51386.4888366125,14923.2163484489,4390.39547112664,875.875639455215,86.3177951947527,2317.80929756544,14189.904681228,3764.05542014124,3003.89327888703,1693.61503659912,480.603048686519,465.737105691345
2000,"census","fit",50371.4166445814,45488.2946970064,55787.8266451709,17163.4229788066,5386.65243730946,949.628149402012,102.940879213208,2217.20362535104,15193.007654365,4124.31712761049,2831.17631774972,1438.22773236334,391.5027291596,368.771596608998
2001,"census","fit",57724.761572175,51944.7161394907,64012.5832717732,21039.5028429596,6357.38492866242,1046.33851883478,110.88260330089,2099.39021589041,16264.9206718044,4848.91335392469,2691.83348119344,2158.25744918127,504.782764174474,366.407176980719
2002,"census","fit",54066.29272702,46845.9403660848,63307.9770406749,22288.6402555007,6945.17592077117,1076.57412160497,115.832784013661,2123.00451401614,12382.946997458,2348.33760233044,3308.32965222561,2160.6155816944,511.074750259176,399.796292789192
2003,"census","fit",46415.2253467702,41750.5164570826,52037.9910047753,20729.2384982498,6199.59516212622,1050.47282234875,120.772207998444,1971.49856815894,9371.82519253131,1127.58451509235,2754.5391666573,2000.67468264726,540.330678902744,380.436904092316
2004,"census","fit",51679.5606815123,46167.7564243455,57791.4827372772,24242.2299352473,7587.81318926917,1181.70215769384,105.849546022117,2178.82390807133,9351.00977083417,2718.60050983753,2116.99052038941,948.507510674427,649.941458242696,439.799784441235
2005,"census","fit",44698.8762026804,40016.3584270837,50235.0482520025,21742.2223852645,7069.71455780873,1207.22367688353,181.528810271491,2062.36865114026,4728.27261180822,3098.80422019334,2368.16034410026,1024.01314618264,614.440223270143,456.772639903881
2006,"census","fit",36723.3105751145,33322.56480618,40614.3665031855,13706.2206782842,5957.90470755287,1063.2721100504,255.623807231488,2004.46908533866,7329.01362545318,2699.04979991176,1881.13551828769,708.269456015022,596.048640976617,372.201715987133
2007,"census","fit",29748.1742779337,27006.8692220552,32965.0900291521,11217.3869887735,5776.81118751083,853.799981555084,263.417273768234,1556.1577015636,4796.1978679666,1584.40761145325,2093.00765094238,453.758307891579,574.836262505051,451.530900958363
2008,"census","fit",28273.0191136142,25857.5216754971,31042.4636858121,6111.49305859333,4458.20405746559,928.227317902633,311.567290392325,1584.33064628315,7358.20471601647,2631.08968188641,3054.65887394217,585.420756103257,629.451732154712,471.885180885008
2009,"census","prj",29540.4865119262,26938.0699245485,32496.0737967701,5962.52757690104,5578.99153875481,1160.24355022542,383.052461805147,1444.19694612001,7196.95734225733,2778.50382050409,3167.60296392171,579.88364897796,639.969349210042,477.877021626117
2010,"census","prj",31186.0472270921,28339.0630960257,34380.2865083443,5816.58737577886,6971.35035301822,1451.01136203952,470.802662534285,1317.44198784935,7038.80434359402,2931.23302602103,3286.04457621095,574.134261262339,650.68499236057,483.977602507817
