"yr","Type","estimation","total","total.lcl","total.ucl","Dassen.Island","Robben.Island","Boulders","Stony.Point","Dyer.Island","St.Croix.Island","Bird.Island","Mercury","Ichaboe","Halifax","Possession"
1979,"census","fit",52878.7065269908,46750.5371723657,60089.9676093289,12502.2046150401,6.7739800562051,1.47307525634786,0.789680182512847,22829.7412795922,13960.436197931,558.371181651099,1098.2760530425,768.124047156944,386.119466245894,324.409779380408
1980,"census","fit",52570.6111640418,38659.3601708328,76007.4858203155,11025.785343108,7.42811623602721,1.55448077156643,0.851032130472557,22089.6235084806,14849.5329823305,568.116931759595,1107.45103553415,769.956375334516,385.75682669905,326.423266936477
1981,"census","fit",52969.6028821428,33567.3928688083,86582.1406065166,9783.63324463934,8.2133341064935,1.65433092669959,0.927899385462678,21471.5481224682,15665.3238044058,582.160022512194,1117.74261459299,767.731251372644,393.057151449495,328.183785554681
1982,"census","fit",52729.9259057827,32148.969792101,91097.0562602937,8695.5357695332,8.99802352726586,1.75979625586803,1.00478420483644,20926.8288146431,16570.9300049727,711.249918643554,1136.23277865293,775.11023592464,395.168242241177,326.465111629519
1983,"census","fit",52201.7234524052,31835.2507880756,89370.9228121934,7733.71016691263,9.78452532906964,1.86264138372354,1.13787739623253,20126.1696640128,17413.8303802396,867.339552031182,1150.13180454228,779.042187152787,400.271922411059,328.777050303676
1984,"census","fit",50989.0035056853,33172.430318785,83313.8634420406,6865.04740095339,25.0502036467851,1.99077420906555,4.71291001820762,19303.4273827085,18395.9534929592,1058.18022544079,1168.19272609523,786.243814000042,399.380837511673,331.833019515633
1985,"census","fit",49619.3058172002,37459.1163767969,69831.1393057706,6059.06761204364,97.7378726857204,2.12114207782865,10.9863149279355,18781.3660192241,19340.8047874946,1292.78448877214,1179.76756617992,781.547392641977,402.504736837724,334.170133365141
1986,"census","fit",48304.5610089586,36770.7575692351,68652.0129209734,5375.72300879463,224.194428851829,4.00057169296713,25.6167059635813,18193.2992171375,19246.0840381306,1582.49649429116,1188.76975435696,781.19046732473,407.183992668945,336.511716715298
1987,"census","fit",47395.9437451007,32052.977793292,78411.8660954737,4776.06331205246,467.341374005156,7.53401665216074,35.4735268070127,14900.7699858717,19173.1653309227,1952.6172799908,2104.81617103851,1334.64858131018,655.929125570701,467.215473010508
1988,"census","fit",49145.1224534028,32632.6429254246,84409.8716968844,6284.43502083406,810.397372538655,30.3768169431598,49.3757805381573,12267.5685972525,19229.7281235346,2374.67753734034,2648.75563063234,1766.14325628026,762.707953992689,878.612937556465
1989,"census","fit",50064.3600737034,35094.7561533172,86638.134681584,8239.11317331999,856.575744919062,38.4610333984455,68.1542745277395,10104.545897389,19320.4589805821,2916.57690563305,3335.97948799617,2320.13337477616,877.078764915348,785.274353240517
1990,"census","fit",48950.501751971,35322.277994256,82908.8348589986,8522.45667794912,1273.61598536397,56.2766047268903,85.7702583350454,8296.40250198458,19275.3581285441,3592.6919241304,3537.2473990629,1981.80509542886,1015.08896233642,709.181634032098
1991,"census","fit",47508.629717207,35399.886896387,76047.4956903371,8859.41495651895,1830.01646122791,124.441912784433,75.9291113199092,6337.10394906663,19264.9456100724,3267.25739600963,3537.59432324252,2186.55836601776,844.122741885678,687.912234818801
1992,"census","fit",47145.8277736565,37019.8047700769,67294.8233362058,7645.43859038187,2031.25116902827,160.216951270254,56.9966476043417,6863.17062645044,19252.5378308526,3609.78914661943,3567.61347088672,2418.27774991473,703.711913320189,674.558452041024
1993,"census","fit",42077.0186868769,37643.4155501529,47443.0667585943,7386.54448624073,2198.53749279501,239.670855448739,41.5493861649702,2725.71677260488,19362.5714001933,2426.44379854184,3512.38816925703,2640.48660906598,704.036985588201,722.710816531267
1994,"census","fit",44306.1776802658,34796.0521774204,62877.5856005375,9234.67391219714,2706.56611954746,347.983319580251,44.2809828534895,4415.15973814722,18203.2146065921,2888.71746047575,2226.03591894439,2764.41509095803,664.55034975326,528.159672535382
1995,"census","fit",44365.3620410462,33948.3908380418,67709.0462314477,9707.60343386977,2368.77368852391,369.117202145557,50.4793246567635,4182.43810450626,17464.8111545374,3473.11450068105,2268.54487556273,3226.1112397277,479.124526256647,590.783861865678
1996,"census","fit",41594.0479484669,31257.1346844485,66371.4599389169,9466.97875928993,3043.20424083157,429.712901201502,56.5964697657775,3288.53174459674,16695.4267462818,2463.81108548907,2392.28596620537,2615.20335930949,394.920434381612,505.979190718453
1997,"census","fit",38963.4517444739,29549.9429959711,60503.0581570004,8902.87060336949,3327.61877033233,683.522632273101,64.161033069021,2720.89703132316,15819.5850668843,1741.5416984484,2654.48874587091,1923.82263109906,428.840263440055,508.439250085698
1998,"census","fit",40520.3912604076,32583.980436792,55005.4111029463,11029.3126852048,3524.44257831578,585.415864103707,72.3483970315442,2042.98192991374,15051.5564093895,2565.48680008731,2879.88998305068,1600.75687850314,445.236944306833,468.281716910768
1999,"census","fit",46383.5311844621,42129.9762221647,51406.2813870922,14919.4004529626,4387.31390204145,879.662831731897,86.3904027793489,2326.25589844639,14212.9881824854,3772.53300509584,3010.99588865086,1693.38333432189,482.951116121727,465.468724521019
