"yr","Type","estimation","total","total.lcl","total.ucl","Dassen.Island","Robben.Island","Boulders","Stony.Point","Dyer.Island","St.Croix.Island","Bird.Island","Mercury","Ichaboe","Halifax","Possession"
2000,"census","fit",50349.6500755537,45712.631675624,55872.9440575183,17167.0663826385,5395.48671881863,949.663535906885,102.961075232688,2217.87931146326,15212.5919103956,4120.37569890244,2821.63456513292,1425.57219131296,387.871850433324,367.654682553136
2001,"census","fit",57984.5368719086,52400.8373904239,64165.49109719,21098.767029306,6375.31303993937,1048.34201963743,111.020616949786,2096.34953066073,16362.6375313856,4923.42929020644,2686.37192067945,2168.45898406424,507.595733437939,365.70129563625
2002,"census","fit",54120.608975042,46822.9208521978,64265.2555524668,22444.0695643128,6950.46788865976,1075.24074614717,115.750196324082,2127.81987150611,12314.5213969285,2332.74254868702,3327.11913397886,2167.73476520645,510.326136216913,400.512850279829
2003,"census","fit",46296.0918040626,41731.9337314799,51938.5433807857,20655.9829045306,6167.38059048095,1047.11961599977,120.88641113697,1966.95586767938,9361.34674515842,1104.22253932777,2757.18274287253,2018.65390757692,541.518637475624,379.289861668382
2004,"census","fit",51865.977283046,46512.7695973885,57808.7710480546,24299.4891736271,7577.91777006206,1181.566624367,104.75790574034,2182.7886193313,9398.64256286079,2735.15099864275,2117.46610948795,938.010855501283,652.23268656383,440.078292486477
2005,"census","fit",44786.3937017905,40221.0599650948,50434.7601113871,21909.9782673979,7079.95331808279,1210.33292475678,182.247155807888,2059.81850072392,4650.50751206183,3114.44869992665,2371.4611713781,1029.36177367028,614.124688543538,457.969028477995
2006,"census","fit",36804.0531422606,33400.2143001403,40610.9068943258,13723.3745699338,5974.79372152282,1065.85561823135,256.58959761498,2006.89531261652,7382.13030165876,2691.23301820655,1869.23928320634,708.493507299546,593.846674831447,370.656980893368
2007,"census","fit",30351.1743578725,27382.415099695,33845.3993479379,11979.0680272468,6085.43211345488,861.044687389117,264.339818147848,1539.21026286306,4552.13254683041,1490.77563833598,2015.29693603326,437.162262620273,568.820347961088,450.61008716309
2008,"census","prj",32099.1721829787,28839.9929432789,35898.4735429275,11952.0000589546,7755.01957889831,1081.06514682528,325.354882189318,1397.84444164425,4375.67215055644,1545.49988834636,2062.09338231358,428.029949104443,576.095343951568,456.10974005683
2009,"census","prj",34396.8088195618,30730.6327844994,38657.1315171935,11935.9836717081,9884.42252505036,1357.14108369612,400.682977909996,1269.53774483239,4203.26291049458,1599.38671840084,2106.93407469668,419.593955924869,584.263852723534,461.661124556512
2010,"census","prj",37396.0415044206,33173.1739559028,42432.2630268856,11921.0736790688,12603.7639193938,1703.79572006165,493.533324762746,1152.56971789373,4040.06953877732,1656.65738517749,2151.99845494408,411.250268671576,592.587452660661,467.123754146334
