"yr","Type","estimation","total","total.lcl","total.ucl","Dassen.Island","Robben.Island","Boulders","Stony.Point","Dyer.Island","St.Croix.Island","Bird.Island","Mercury","Ichaboe","Halifax","Possession"
1998,"census","fit",40405.8005221899,32746.3444621802,53816.0251095273,11025.455393501,3529.46831031798,589.09357657632,72.3963551595782,2054.56910027126,14864.2104951958,2575.93067169674,2871.59077711656,1604.7681129531,445.884446077162,469.266513041179
1999,"census","fit",46331.8793372193,42206.2409112365,51073.7249271139,14892.7097865229,4398.3153484581,873.364068665275,86.2424839457979,2320.93159288849,14202.139332031,3757.17676775505,3008.04251266702,1690.3028228079,481.536606754434,465.040344757211
2000,"census","fit",50334.5665539179,45856.7360758214,55609.4535536237,17137.7475533201,5393.07917247871,948.842851312189,102.838301865826,2219.7651942655,15234.7062004687,4122.13200480001,2827.40441338116,1431.0806521307,389.723592805054,368.17931300688
2001,"census","fit",57801.0282454841,52313.4717346098,63815.4180168054,21071.4250103741,6368.36566528863,1045.33234044091,110.524050494243,2101.93563021541,16294.4500203602,4873.14653352245,2694.69385561184,2157.79639960923,505.049476643546,366.515285768615
2002,"census","fit",54117.7749168705,47289.429347682,63125.5677787812,22373.6490271009,6946.6401571978,1075.89512692747,115.419660499112,2126.66241039912,12385.7755957279,2340.77570648214,3309.38273968112,2166.26889809719,511.974399800203,400.022559232861
2003,"census","fit",46426.5590846055,41832.1461107818,51767.4590640508,20700.4231189517,6197.30265649286,1051.43306114702,120.94621006101,1970.3950200815,9423.97636007178,1118.0597852592,2758.09397545153,2000.20732707762,540.894939245042,380.734611675037
2004,"census","fit",51617.2223158497,46426.8395269087,57584.4781763319,24197.1994210405,7562.67395250471,1183.51206013293,105.546749065061,2178.26474648014,9360.80046407546,2714.49507552162,2118.44144200651,945.657690234084,650.963133785929,440.345160348326
2005,"census","fit",44724.9793953568,40235.064361451,49943.1470176644,21809.6482249199,7060.8480370345,1206.63946988991,182.038330059479,2064.32247133081,4692.50055761953,3115.74696605781,2360.31902788592,1025.53631426362,614.878585215491,457.34012700433
2006,"census","fit",36715.3026362896,33460.0065207018,40408.2539413917,13679.1600944716,5954.91711347743,1063.29776206521,256.168419266284,2004.34098726972,7332.48942713519,2705.57707842436,1887.00016345095,709.792857484105,597.762937073841,372.409112505764
2007,"census","fit",29710.7492991622,27099.5459374221,32712.7839803792,11227.2951572083,5742.45192775473,848.775724365679,263.8207538882,1561.43688256448,4798.24035640011,1572.14153091364,2086.91326478436,452.234951160395,576.667258549384,451.787090828146
2008,"census","fit",27769.2623189227,25588.5689999239,30165.5665517369,6026.34514171644,4138.7423826181,887.736698162069,316.388169682577,1568.74421755758,7351.07805659303,2617.98376763094,3018.36735680471,589.086000390248,643.604981754689,482.163195698514
2009,"census","fit",24560.7114542164,22627.5920681852,26746.6250099643,5182.92931115795,2542.35533064363,733.787912299639,470.194559502078,1297.18213503871,6922.27427622935,2621.05499376272,2645.1901743294,615.682407916281,822.553495241194,602.199907216635
2010,"census","fit",25777.5256877688,22169.0542787515,30989.9058418752,4837.43994908332,2536.02642378705,889.512906618902,504.272177311014,1395.25493909167,7587.14991725285,2628.95717873207,3110.08075672895,649.293658607485,844.10083386873,597.074580292898
2011,"census","fit",24596.4875089407,22574.261630162,26822.275260977,3852.33968276373,1856.42340979928,691.171068399406,1108.53072284145,1031.38828275058,8262.48158991525,2614.76670645136,3115.37858951161,580.859573884095,775.680430166713,621.617699267892
2012,"census","fit",23150.2421413423,21436.737444917,25034.4047001433,2759.19425364382,1655.08609559421,793.491773848817,1773.53343345685,1264.82360533784,6867.26628457459,2734.57259074553,3270.10482884203,559.167420294675,758.910198706305,628.0262562027
2013,"census","fit",21863.4310817466,20106.1992474078,23868.796532644,2586.1882182651,1354.60478827294,599.277549138888,2008.72979020977,1243.03192485716,7662.40442526206,1131.6433508301,3020.76237539611,605.462554267025,844.95171149818,728.824700011908
2014,"census","fit",23431.0783575606,21480.2365928438,25565.3154607422,2086.5693302011,1061.33793805224,924.981651422603,2081.04869177116,1156.89331838584,8483.05277259546,2616.45898403151,2510.6389477388,651.27026466027,893.509160003671,870.640407274301
2015,"census","fit",24011.9908719153,22120.7279677307,26171.9527755186,2124.57738017668,1217.87270362966,993.822275527552,2540.94247665214,1148.05790736436,7675.11795990362,2833.40464558319,2638.55837305301,501.48314448834,1076.01280720896,1169.89870434445
2016,"census","prj",25005.9062839682,22994.9355756511,27250.7530124133,2021.06727300413,1401.62101867098,1189.13416780675,3185.03171261384,1056.81410359168,7552.88169898771,2963.59250677935,2703.3461881075,495.309862486611,1106.62202799889,1213.09536315628
