"yr","Type","estimation","total","total.lcl","total.ucl","Dassen.Island","Robben.Island","Boulders","Stony.Point","Dyer.Island","St.Croix.Island","Bird.Island","Mercury","Ichaboe","Halifax","Possession"
1994,"census","fit",44493.5415656093,35314.439062825,60600.8832475636,9205.46499663958,2701.77769030103,347.388965733544,44.5391119213562,4390.57673819219,18412.74686305,2907.76409852227,2232.19333966273,2769.33287839611,661.797368217779,529.876217166297
1995,"census","fit",44268.3635734139,34425.1890414979,65232.2515232373,9698.1533768731,2376.78941328265,369.364308550576,50.4551159461117,4175.50296120111,17430.8614980964,3450.5103784751,2270.26625295396,3216.74222847989,479.899433190638,591.547975500394
1996,"census","fit",41444.0638378116,31682.2175558296,63484.0297396007,9471.13373261023,3040.28759633693,429.614141080265,56.7159318974126,3290.22056668826,16506.406774572,2438.3858170405,2397.97839858217,2616.62657766345,394.926901622559,505.934978048427
1997,"census","fit",38979.3661866008,29967.0282597072,57266.8500198726,8929.53216235487,3330.96619278977,678.855716875178,63.7549585782472,2717.15071410251,15789.0894407196,1753.91151420519,2649.42218290508,1928.26203019702,429.273933190941,507.83549388263
1998,"census","fit",40470.8268118598,32857.2138412293,53733.1173765875,11022.2871006053,3526.20998523698,589.230604108252,72.4436138620782,2054.62635652797,14966.5843841017,2561.60716144956,2872.11524245823,1602.30977592566,446.260215099072,469.225682268963
1999,"census","fit",46363.3885037858,42168.9931180076,51125.726815057,14881.5988516632,4388.60763284602,876.89444712403,86.3117733562627,2324.48032138245,14200.2280446108,3763.95215815472,3004.99843407133,1692.7093157197,481.608872536737,465.592831425327
2000,"census","fit",50344.0897086464,45762.2468346656,55732.0707934234,17125.8664893075,5404.96424343872,950.806465533462,102.888277534888,2217.89189114016,15207.6116360118,4120.37861453092,2823.10961817935,1433.97409058518,389.768147496233,368.869453713926
2001,"census","fit",57804.8238046497,52411.1200852544,63916.7530715827,21054.5598585103,6375.37317400051,1046.92299413037,110.625987219374,2100.46588018933,16313.0362729637,4865.53406813645,2688.3122164302,2159.32122602893,505.797099902333,365.863559089817
2002,"census","fit",54092.0509524641,47381.1658382806,63485.8848623301,22338.2373590069,6936.04441663842,1077.50551300936,115.629069933161,2121.05529598235,12387.5497811351,2348.78170131507,3315.44191511821,2160.72217801358,510.208420419407,400.225136558166
2003,"census","fit",46421.7179930314,41822.3567095688,51734.6093741073,20704.1073660115,6182.23847633052,1051.92137220282,120.508508910488,1970.14206802182,9424.66702358192,1119.11007293533,2759.77375820693,2005.05369467146,541.179988016353,380.831808476524
2004,"census","fit",51619.8129494994,46493.7303785679,57493.3059332122,24218.3457357848,7565.98026252309,1182.33865434729,105.499258474435,2181.78485061785,9354.72297594034,2723.85281443997,2119.11146745868,947.408650525511,650.891636281994,440.247609108976
2005,"census","fit",44780.4373062671,40260.2310329188,49975.3468597961,21837.0340094074,7082.3939175514,1208.79901728098,181.909787388147,2059.0606320731,4711.99204669328,3109.04357786022,2366.28923949296,1026.68490536771,613.7756567353,458.181230510191
2006,"census","fit",36715.3451341916,33371.5796592882,40372.5406469838,13684.1607131341,5957.67175950462,1064.89749017824,255.910703101403,2005.67631175061,7339.33793313019,2698.25535012558,1877.96484381169,707.869872762193,591.270962037371,372.148036983162
2007,"census","fit",29722.1904755008,27097.7896801628,32723.0782757733,11233.4427125097,5752.1167563064,850.236665574665,264.548051558525,1554.38996312802,4806.44799317131,1573.39055170615,2086.34469765121,451.575844853427,576.450249218113,452.793242705715
2008,"census","fit",27758.2015191496,25565.7850714422,30166.2662858074,6020.9376040227,4144.54928149602,889.528667414988,316.477012580986,1570.77109076868,7336.68257014806,2614.98469856997,3019.90536285269,590.226623031768,644.162434907647,481.963589012775
2009,"census","fit",24570.609707086,22659.1117417297,26752.2176367319,5195.66193171795,2546.43279979147,734.180892384868,469.728427751202,1295.64110257461,6934.21608971472,2619.48863992048,2647.25195682057,616.251497386368,820.951102961712,600.090964130732
2010,"census","fit",25771.2557394972,22181.310960637,30710.8374666118,4845.30552812428,2539.57785372924,888.946770209087,503.188938633112,1398.83148469377,7544.33706666968,2627.61388055018,3111.49132026604,648.8433075112,840.428848455268,598.45158527913
2011,"census","fit",24629.8417805437,22647.6319302693,26843.8964914506,3859.28752639922,1866.14482867532,692.942173232423,1109.98652508834,1030.37228015892,8237.05105202093,2641.27725468125,3117.38698819444,581.162705409312,775.161667749672,620.332028108591
2012,"census","fit",23439.7888895658,21653.1330646505,25549.2130026983,2755.62096789551,1711.74926451568,831.772388285857,1794.81264474204,1259.02959259556,6748.76541284883,3003.24911951309,3307.31536158338,553.540619503369,752.132052700052,620.131893805909
2013,"census","prj",24335.9052478066,22478.5773080832,26559.8100909509,2631.03442401958,2021.06329705205,1007.24952539485,2272.24522114939,1153.45581195403,6601.94436387422,3160.80473560041,3420.87284763187,547.837416161339,767.166210013244,632.365761253511
