"assessment","scenario","name","yr","Type","estimation","mu","lcl","ucl"
"MLS","s1","JAP_NE_hist",1986,"relative","fit",0.854511860426986,1.20781604823263,1.20781604823263
"MLS","s1","JAP_NE_hist",1987,"relative","fit",0.605026878093171,0.818346298325552,0.818346298325552
"MLS","s1","JAP_NE_hist",1988,"relative","fit",0.40760277067046,0.558555057743849,0.558555057743849
"MLS","s1","JAP_NE_hist",1989,"relative","fit",0.289458155894768,0.403665248586701,0.403665248586701
"MLS","s1","JAP_NE_hist",1990,"relative","fit",0.229325377842701,0.327909463583223,0.327909463583223
"MLS","s1","JAP_NE_hist",1991,"relative","fit",0.332101890684236,0.46532910923199,0.46532910923199
"MLS","s1","JAP_NE_hist",1992,"relative","fit",0.437551495173197,0.614673981881226,0.614673981881226
"MLS","s1","JAP_NE_hist",1993,"relative","fit",0.402635279335546,0.56270757783647,0.56270757783647
"MLS","s1","JAP_NE_hist",1994,"relative","fit",0.688393177851306,0.965281166540895,0.965281166540895
"MLS","s1","JAP_NE_hist",1995,"relative","fit",0.714449088249661,1.07562898252549,1.07562898252549
"MLS","s1","JAP_NE_hist",1996,"relative","fit",0.760014567840779,1.11884345072543,1.11884345072543
"MLS","s1","JAP_NE_hist",1997,"relative","fit",0.586181261281059,0.848800564464972,0.848800564464972
"MLS","s1","JAP_NE_hist",1998,"relative","fit",0.414965550798066,0.609591927398015,0.609591927398015
"MLS","s1","JAP_NE_hist",1999,"relative","fit",0.401690926184621,0.596234041157009,0.596234041157009
"MLS","s1","JAP_NE_hist",2000,"relative","fit",0.34799398737926,0.523851675564588,0.523851675564588
"MLS","s1","JAP_NE_hist",2001,"relative","fit",0.354258993353606,0.529889294228167,0.529889294228167
"MLS","s1","JAP_NE_hist",2002,"relative","fit",0.392998664522621,0.576686080618573,0.576686080618573
"MLS","s1","JAP_NE_hist",2003,"relative","fit",0.29427643609898,0.442144482709477,0.442144482709477
"MLS","s1","JAP_NE_hist",2004,"relative","fit",0.253836539760723,0.371301659870622,0.371301659870622
"MLS","s1","JAP_NE_hist",2005,"relative","fit",0.178874185244682,0.266221841215123,0.266221841215123
"MLS","s1","JAP_NE_hist",2006,"relative","fit",0.167603404131917,0.243140917179632,0.243140917179632
"MLS","s1","JAP_NE_hist",2007,"relative","fit",0.116501057793905,0.170798230694274,0.170798230694274
"MLS","s1","JAP_NE_hist",2008,"relative","fit",0.185430185754249,0.25815014843861,0.25815014843861
"MLS","s1","JAP_NE_hist",2009,"relative","fit",0.122977191233877,0.176419470646679,0.176419470646679
"MLS","s1","JAP_NE_hist",2010,"relative","fit",0.21409766231984,0.305703515967953,0.305703515967953
"MLS","s1","JAP_NE_hist",2011,"relative","fit",0.22626038427172,0.347295320456013,0.347295320456013
"MLS","s1","JAP_NE_hist",2012,"relative","fit",0.225071777354368,0.340284563085412,0.340284563085412
"MLS","s1","JAP_NE_hist",2013,"relative","fit",0.331529433624894,0.484449683117099,0.484449683117099
"MLS","s1","JAP_NE_hist",2014,"relative","fit",0.249939484299179,0.374711149990563,0.374711149990563
"MLS","s1","JAP_NE_hist",2015,"relative","fit",0.189081992262844,0.287966642559931,0.287966642559931
"MLS","s1","JAP_NE_hist",2016,"relative","fit",0.229484075089513,0.345878883936852,0.345878883936852
"MLS","s1","JAP_NE_hist",2017,"relative","fit",0.183193486332398,0.285935742295568,0.285935742295568
"MLS","s1","JAP_NE_hist",2018,"relative","prj",0.173484725452798,0.273653895964541,0.273653895964541
"MLS","s1","JAP_NE_hist",2019,"relative","prj",0.164430833942244,0.262186814783143,0.262186814783143
"MLS","s1","JPN_NW",1976,"relative","fit",1.5481904552427,2.45392522772211,2.45392522772211
"MLS","s1","JPN_NW",1977,"relative","fit",2.30845921482678,3.440757161949,3.440757161949
"MLS","s1","JPN_NW",1978,"relative","fit",1.98342507346987,2.94498733854661,2.94498733854661
"MLS","s1","JPN_NW",1979,"relative","fit",1.61812252735845,2.28599906327405,2.28599906327405
"MLS","s1","JPN_NW",1980,"relative","fit",1.43620099231963,2.01338665061185,2.01338665061185
"MLS","s1","JPN_NW",1981,"relative","fit",1.08179609423567,1.50388577970058,1.50388577970058
"MLS","s1","JPN_NW",1982,"relative","fit",0.803777799635189,1.10596194460264,1.10596194460264
"MLS","s1","JPN_NW",1983,"relative","fit",0.578175622542534,0.818907074236572,0.818907074236572
"MLS","s1","JPN_NW",1984,"relative","fit",0.717675874872787,1.02749665812246,1.02749665812246
"MLS","s1","JPN_NW",1985,"relative","fit",0.709781862844526,1.01663587882838,1.01663587882838
"MLS","s1","JPN_NW",1986,"relative","fit",0.745065358227653,1.05311808802734,1.05311808802734
"MLS","s1","JPN_NW",1987,"relative","fit",0.527534594357294,0.713531907692344,0.713531907692344
"MLS","s1","JPN_NW",1988,"relative","fit",0.355396710576282,0.48701491864588,0.48701491864588
"MLS","s1","JPN_NW",1989,"relative","fit",0.252384144212915,0.351963509192279,0.351963509192279
"MLS","s1","JPN_NW",1990,"relative","fit",0.199953216222986,0.285910580373679,0.285910580373679
"MLS","s1","JPN_NW",1991,"relative","fit",0.289566038354448,0.405729417600414,0.405729417600414
"MLS","s1","JPN_NW",1992,"relative","fit",0.381509580605896,0.535946090057442,0.535946090057442
"MLS","s1","JPN_NW",1993,"relative","fit",0.351065459153873,0.490635580936992,0.490635580936992
"MLS","s1","JPN_NW",1994,"relative","fit",0.600223277651136,0.841647250840763,0.841647250840763
"MLS","s1","JPN_NW",1995,"relative","fit",0.622941928045523,0.937861638087678,0.937861638087678
"MLS","s1","JPN_NW",1996,"relative","fit",0.662671347783954,0.975541165688282,0.975541165688282
"MLS","s1","JPN_NW",1997,"relative","fit",0.511102737888829,0.740085569217169,0.740085569217169
"MLS","s1","JPN_NW",1998,"relative","fit",0.361816460456155,0.531514948818309,0.531514948818309
"MLS","s1","JPN_NW",1999,"relative","fit",0.350242059443147,0.519867950387712,0.519867950387712
"MLS","s1","JPN_NW",2000,"relative","fit",0.303422663716148,0.45675637096208,0.45675637096208
"MLS","s1","JPN_NW",2001,"relative","fit",0.308885243156815,0.462020687024555,0.462020687024555
"MLS","s1","JPN_NW",2002,"relative","fit",0.342663108993272,0.502823706889544,0.502823706889544
"MLS","s1","JPN_NW",2003,"relative","fit",0.256585295575049,0.385514294949291,0.385514294949291
"MLS","s1","JPN_NW",2004,"relative","fit",0.221324970648843,0.323745072518704,0.323745072518704
"MLS","s1","JPN_NW",2005,"relative","fit",0.155963849162273,0.232123953661517,0.232123953661517
"MLS","s1","JPN_NW",2006,"relative","fit",0.146136637913162,0.211999251207259,0.211999251207259
"MLS","s1","JPN_NW",2007,"relative","fit",0.1015795173583,0.148922268759723,0.148922268759723
"MLS","s1","JPN_NW",2008,"relative","fit",0.161680152345896,0.225086089181754,0.225086089181754
"MLS","s1","JPN_NW",2009,"relative","fit",0.10722618290484,0.153823536199978,0.153823536199978
"MLS","s1","JPN_NW",2010,"relative","fit",0.186675877608448,0.266548786721701,0.266548786721701
"MLS","s1","JPN_NW",2011,"relative","fit",0.197280789263592,0.302813482561903,0.302813482561903
"MLS","s1","JPN_NW",2012,"relative","fit",0.196244419986953,0.296700668107621,0.296700668107621
"MLS","s1","JPN_NW",2013,"relative","fit",0.289066902012706,0.422401014439466,0.422401014439466
"MLS","s1","JPN_NW",2014,"relative","fit",0.217927052892573,0.32671787265786,0.32671787265786
"MLS","s1","JPN_NW",2015,"relative","fit",0.164864232813948,0.251083664993626,0.251083664993626
"MLS","s1","JPN_NW",2016,"relative","fit",0.200091587410704,0.301578464264991,0.301578464264991
"MLS","s1","JPN_NW",2017,"relative","fit",0.159729931017012,0.249312883916069,0.249312883916069
"MLS","s1","JPN_NW",2018,"relative","prj",0.151264675310565,0.238604105419126,0.238604105419126
"MLS","s1","JPN_NW",2019,"relative","prj",0.143370412826842,0.228605736357314,0.228605736357314
"MLS","s1","JPN_NE",1976,"relative","fit",1.58098597302998,2.50590704183413,2.50590704183413
"MLS","s1","JPN_NE",1977,"relative","fit",2.35735960365473,3.51364316400664,3.51364316400664
"MLS","s1","JPN_NE",1978,"relative","fit",2.02544022222399,3.00737138459054,3.00737138459054
"MLS","s1","JPN_NE",1979,"relative","fit",1.65239942523512,2.33442367581927,2.33442367581927
"MLS","s1","JPN_NE",1980,"relative","fit",1.46662422289196,2.05603647931298,2.05603647931298
"MLS","s1","JPN_NE",1981,"relative","fit",1.10471192021211,1.53574278584036,1.53574278584036
"MLS","s1","JPN_NE",1982,"relative","fit",0.820804328274283,1.12938967889945,1.12938967889945
"MLS","s1","JPN_NE",1983,"relative","fit",0.59042319121153,0.836254088247875,0.836254088247875
"MLS","s1","JPN_NE",1984,"relative","fit",0.732878495351549,1.0492622521511,1.0492622521511
"MLS","s1","JPN_NE",1985,"relative","fit",0.724817263449913,1.0381714075706,1.0381714075706
"MLS","s1","JPN_NE",1986,"relative","fit",0.760848173659502,1.07542642410515,1.07542642410515
"MLS","s1","JPN_NE",1987,"relative","fit",0.538709427604758,0.728646745980668,0.728646745980668
"MLS","s1","JPN_NE",1988,"relative","fit",0.362925124863929,0.49733141838468,0.49733141838468
"MLS","s1","JPN_NE",1989,"relative","fit",0.257730430041468,0.359419197532885,0.359419197532885
"MLS","s1","JPN_NE",1990,"relative","fit",0.204188850951944,0.291967061016913,0.291967061016913
"MLS","s1","JPN_NE",1991,"relative","fit",0.295699953034834,0.414324036102731,0.414324036102731
"MLS","s1","JPN_NE",1992,"relative","fit",0.38959114718216,0.547299105101544,0.547299105101544
"MLS","s1","JPN_NE",1993,"relative","fit",0.358502123984866,0.501028777631369,0.501028777631369
