"yr","Type","estimation","total","total.lcl","total.ucl","Dassen.Island","Robben.Island","Boulders","Stony.Point","Dyer.Island","St.Croix.Island","Bird.Island","Mercury","Ichaboe","Halifax","Possession"
1979,"census","fit",52871.8364411485,46747.6276050965,59964.4507333738,12531.7334123377,7.13526121152626,1.47977857970505,0.777760765611948,22774.3367092788,13907.2871934258,550.247664401749,1089.38876462569,751.951832428264,372.770691705712,318.182391236809
1980,"census","fit",52649.3488007779,38949.9761418572,74959.3512068662,11164.3439424855,7.77966710477412,1.56855366504497,0.846039347362397,22173.9685106685,14827.3967930508,565.01998496766,1097.97819838148,759.543943370837,379.540648560938,323.841964902138
1981,"census","fit",52933.3930242053,33988.3800055613,85218.8877379697,9868.94989829452,8.38188241856035,1.66106500408798,0.930347916692468,21512.7160529998,15552.8021374633,582.39223907887,1123.38731113562,758.538498237982,380.243199512308,324.614698705736
1982,"census","fit",52908.1365964926,32342.6937308794,90255.3192445201,8690.07838001385,9.10124294206322,1.75821415339405,1.00539005576308,20858.1169870823,16533.0707195772,704.076187425405,1128.91035099114,768.00775561024,384.395628315155,328.090218171927
1983,"census","fit",52347.2851813258,31958.5555550873,88096.7879075751,7749.06329977781,9.86017772164534,1.87466175072237,1.14588868571766,20234.4802233836,17390.9615966568,861.311280081708,1144.39153177068,762.885393998688,391.069368857883,330.974437719838
1984,"census","fit",51193.1880284624,33443.1449144635,81997.8980181924,6850.69314813536,25.0964765219613,1.99189950439163,4.70068651262271,19442.4134042481,18436.0878102539,1066.1803485351,1154.04026097307,769.361474717198,400.422198522096,334.025876779171
1985,"census","fit",49588.2990394984,37936.1377752536,69127.7788401318,6099.77056032348,97.2665583221089,2.12990581903756,10.9682782814595,18755.4007043032,19292.673082837,1288.78314670678,1172.49816857032,773.670447345051,401.963838195988,335.768459872044
1986,"census","fit",48348.6759855089,37004.1474022476,67371.1153136924,5391.32172389348,224.461454519053,4.02418703751535,25.5711171765053,18177.2771355497,19370.2303549224,1594.93182289831,1192.23096130055,780.906576593114,407.251863545531,338.800159280777
1987,"census","fit",47544.801092399,32474.0195632532,75456.0523524313,4782.34337263982,467.084814268815,7.56958853880819,35.3799665661709,14972.2029381087,19345.3899195339,1936.11937618716,2099.5407398867,1334.66939740687,652.779926940206,468.902933927336
1988,"census","fit",49081.0762022979,32936.7972457243,82350.4921415373,6287.45007488904,806.195892817364,30.1509539903149,48.877298544782,12246.6980101228,19413.4309412966,2378.46084005892,2643.1884610237,1750.89248650167,756.466715159653,876.000682470121
