"assessment","scenario","name","yr","Type","estimation","mu","lci","uci","lpp","upp"
"Afr_penguin","s1","Mercury",2015,"census","fit",2642.69846657101,2141.3882729881,3264.03043536069,1944.59777463222,3587.91694535843
"Afr_penguin","s1","Mercury",2016,"census","fit",2694.14710052153,1368.21864328098,5382.52530639231,1328.23465366782,5623.98249799018
"Afr_penguin","s1","Mercury",2017,"census","fit",2779.76844490559,1046.18338038526,7247.21459276869,1015.5036723065,7379.62802056737
"Afr_penguin","s1","Mercury",2018,"census","prj",2852.31690798949,1047.6099863117,7622.05696807394,1048.20465076836,7738.5647611854
"Afr_penguin","s1","Ichaboe",1979,"census","fit",760.35138758135,320.963925828649,1828.59294775925,314.684696813764,1888.92990080401
"Afr_penguin","s1","Ichaboe",1980,"census","fit",756.767166701449,291.248720146919,2028.82589895265,279.657881531153,2067.78896526924
"Afr_penguin","s1","Ichaboe",1981,"census","fit",762.058480909318,283.472736188145,2094.17037166388,276.390299707134,2132.23208417124
"Afr_penguin","s1","Ichaboe",1982,"census","fit",765.275340965075,283.693264455529,2061.56304227607,276.082495895694,2139.39485945571
"Afr_penguin","s1","Ichaboe",1983,"census","fit",777.948965972232,306.25125225291,1969.45732671672,296.924020645209,2038.93886917419
"Afr_penguin","s1","Ichaboe",1984,"census","fit",780.121563831947,332.89416201615,1776.96019141843,323.544338570638,1832.64246848809
"Afr_penguin","s1","Ichaboe",1985,"census","fit",783.454185208891,412.041209648344,1453.27559583727,395.728164972446,1513.7537503146
"Afr_penguin","s1","Ichaboe",1986,"census","fit",786.345662115279,641.081281162847,971.960581303291,580.752153286964,1088.67550795749
"Afr_penguin","s1","Ichaboe",1987,"census","fit",1332.35411936051,1089.83026009519,1637.01774768574,982.218043441309,1800.05785151215
"Afr_penguin","s1","Ichaboe",1988,"census","fit",1749.87222038775,1078.50305672877,2843.5338915856,1014.0398350775,2972.57130758139
"Afr_penguin","s1","Ichaboe",1989,"census","fit",2306.88575255305,1869.500577918,2835.48638529248,1689.05633559511,3124.85480842707
"Afr_penguin","s1","Ichaboe",1990,"census","fit",1996.92014110023,1619.76863349163,2440.40380358239,1473.75399926011,2722.82650764941
"Afr_penguin","s1","Ichaboe",1991,"census","fit",2201.90190628622,1361.2167922103,3589.69870403231,1286.17301460118,3787.14353750236
"Afr_penguin","s1","Ichaboe",1992,"census","fit",2419.76350097191,1966.57606086593,2970.16613949657,1790.60318455307,3274.69284784639
"Afr_penguin","s1","Ichaboe",1993,"census","fit",2643.22289093939,2162.78665978784,3228.04369917013,1950.96167680878,3570.96336035499
"Afr_penguin","s1","Ichaboe",1994,"census","fit",2773.64727786431,2267.71149561083,3388.19555296253,2042.13981760841,3746.70411550004
"Afr_penguin","s1","Ichaboe",1995,"census","fit",3202.63952714457,2616.76903470561,3923.04622014548,2348.26175214074,4346.65341285068
"Afr_penguin","s1","Ichaboe",1996,"census","fit",2607.35059639096,2128.9038375158,3182.41682900106,1920.39542114063,3512.70072447928
"Afr_penguin","s1","Ichaboe",1997,"census","fit",1929.00162580131,1570.48456412379,2357.63562397577,1429.59823163829,2615.22829991107
"Afr_penguin","s1","Ichaboe",1998,"census","fit",1603.93505244774,1309.86313831062,1964.5482444207,1182.94815175904,2177.27876925328
"Afr_penguin","s1","Ichaboe",1999,"census","fit",1687.11229420801,1378.72097911425,2067.8645379757,1252.09170749872,2287.83755692439
"Afr_penguin","s1","Ichaboe",2000,"census","fit",1441.48661859919,1174.0711863552,1774.71374763299,1065.10263928827,1950.20783071401
"Afr_penguin","s1","Ichaboe",2001,"census","fit",2152.35017627625,1757.31418520179,2619.30710056273,1591.03661837668,2889.25911819207
"Afr_penguin","s1","Ichaboe",2002,"census","fit",2165.16365926219,1762.41233214868,2637.56699765546,1589.55894957829,2936.11237150118
"Afr_penguin","s1","Ichaboe",2003,"census","fit",1996.23630332978,1627.96312300899,2444.91029788698,1466.50387609967,2698.92714232265
"Afr_penguin","s1","Ichaboe",2004,"census","fit",950.720815300322,779.440045088707,1171.10998407967,711.252971141496,1284.77121815687
"Afr_penguin","s1","Ichaboe",2005,"census","fit",1022.48044698323,836.326223569791,1250.05091906396,755.698365627929,1376.95094058605
"Afr_penguin","s1","Ichaboe",2006,"census","fit",707.353593395978,580.252274781471,863.219552086521,523.562546456679,955.21429637446
"Afr_penguin","s1","Ichaboe",2007,"census","fit",453.864504232809,372.198909444755,560.2243466351,338.919250213042,615.850634583243
"Afr_penguin","s1","Ichaboe",2008,"census","fit",588.565614948082,482.281530531591,718.505913128848,436.228548365497,797.615042562141
"Afr_penguin","s1","Ichaboe",2009,"census","fit",615.425902784667,503.183359311848,749.338757801225,456.208294114455,826.754534697959
"Afr_penguin","s1","Ichaboe",2010,"census","fit",649.428284410707,531.473342326738,791.94378784474,480.485094390055,874.99327742909
"Afr_penguin","s1","Ichaboe",2011,"census","fit",580.744455150474,475.00675507533,710.923528243789,430.990573596665,788.522920586799
"Afr_penguin","s1","Ichaboe",2012,"census","fit",558.33100466587,458.020725232746,681.488091883656,414.778007844363,755.752054209729
"Afr_penguin","s1","Ichaboe",2013,"census","fit",604.814550658519,493.892575108636,741.221578644005,450.510108084485,817.556177841298
"Afr_penguin","s1","Ichaboe",2014,"census","fit",650.665809934866,529.077789350689,792.834553112528,480.915480159794,882.047719430295
"Afr_penguin","s1","Ichaboe",2015,"census","fit",502.303442481225,407.695025480555,623.141246149332,366.37130308093,682.690588975636
"Afr_penguin","s1","Ichaboe",2016,"census","fit",498.30806772225,248.406795119887,992.408738889596,241.935641813723,1013.09763295201
"Afr_penguin","s1","Ichaboe",2017,"census","fit",489.87292695527,186.282547101706,1286.832766604,185.537399073027,1322.62153197138
"Afr_penguin","s1","Ichaboe",2018,"census","prj",484.016606405926,179.626144246126,1307.20721428219,179.69699057285,1319.33040019284
"Afr_penguin","s1","Halifax",1979,"census","fit",373.781204573579,160.897466635067,888.830391191132,157.959809092287,912.088303240788
"Afr_penguin","s1","Halifax",1980,"census","fit",377.046288228618,147.090045724736,992.32945517604,144.626617244786,1023.31043976066
"Afr_penguin","s1","Halifax",1981,"census","fit",385.107121977266,140.670709030417,1036.69600903831,136.188888389231,1068.29055555133
"Afr_penguin","s1","Halifax",1982,"census","fit",388.562094796098,142.341945956643,1048.49885533232,142.320101327654,1077.56091087247
"Afr_penguin","s1","Halifax",1983,"census","fit",395.894497301947,154.834353299523,1003.45150702796,149.671252254977,1038.03287765487
"Afr_penguin","s1","Halifax",1984,"census","fit",401.2338273262,173.871132653578,903.226564232869,169.068755958874,926.18813832678
"Afr_penguin","s1","Halifax",1985,"census","fit",403.416431470218,214.898660906949,762.245884552508,206.951248895843,785.596703546124
"Afr_penguin","s1","Halifax",1986,"census","fit",410.320348132033,334.11042327212,507.238266501048,301.156727764794,557.707377037178
"Afr_penguin","s1","Halifax",1987,"census","fit",654.323830175377,528.028830439272,806.842713714661,483.131901006095,885.075030256125
"Afr_penguin","s1","Halifax",1988,"census","fit",757.858576885422,432.572995749274,1321.99654470896,413.328610676853,1382.37111952855
"Afr_penguin","s1","Halifax",1989,"census","fit",870.708415732705,502.973566333337,1506.3418036026,478.740399093568,1585.07036906404
"Afr_penguin","s1","Halifax",1990,"census","fit",1009.07412829397,815.479643363507,1253.85056162586,737.825691657938,1380.48141044252
"Afr_penguin","s1","Halifax",1991,"census","fit",841.990608602306,524.053713419664,1355.44028704988,498.924606512063,1433.22607360055
"Afr_penguin","s1","Halifax",1992,"census","fit",705.950410462693,572.813066172145,867.249621308708,521.350757590309,954.036401122762
"Afr_penguin","s1","Halifax",1993,"census","fit",702.990631027388,572.025409854166,861.698381777881,518.182351822315,947.882408056152
"Afr_penguin","s1","Halifax",1994,"census","fit",660.136327861652,538.436610899807,809.418692505065,487.937572003213,887.622632838301
"Afr_penguin","s1","Halifax",1995,"census","fit",481.125659340979,392.421967056289,590.195971191016,354.505581634765,649.959242408462
"Afr_penguin","s1","Halifax",1996,"census","fit",397.135942033359,324.627431747595,484.258015866932,292.71584343278,534.358912256265
"Afr_penguin","s1","Halifax",1997,"census","fit",429.173761459708,349.885016733091,525.784747676394,319.53254349406,581.939893871512
"Afr_penguin","s1","Halifax",1998,"census","fit",445.705112149377,366.670715760295,546.578140823571,331.069959168898,601.932028740055
"Afr_penguin","s1","Halifax",1999,"census","fit",480.933657029515,392.700849870555,587.284877046736,358.635773654131,648.39913776461
"Afr_penguin","s1","Halifax",2000,"census","fit",391.067046964943,319.510808944751,479.484477038283,291.474401106963,530.278424982018
"Afr_penguin","s1","Halifax",2001,"census","fit",504.588365974623,412.233612710031,617.030559988413,376.325367080143,682.827121053302
"Afr_penguin","s1","Halifax",2002,"census","fit",511.784877280134,414.989845616712,625.839535069309,375.578581490695,694.836747035016
"Afr_penguin","s1","Halifax",2003,"census","fit",541.804757223081,444.60820371865,665.111408902784,401.097086466244,733.570139918611
"Afr_penguin","s1","Halifax",2004,"census","fit",649.427541754602,530.198889147406,794.467435098692,478.829208648852,882.347207677805
"Afr_penguin","s1","Halifax",2005,"census","fit",614.469529284129,496.320361531028,758.142626029973,454.403443063042,837.765134403091
"Afr_penguin","s1","Halifax",2006,"census","fit",592.846142221519,371.133981857344,958.665509185179,355.256094530917,1005.18149275898
"Afr_penguin","s1","Halifax",2007,"census","fit",576.614817160964,469.237294772937,709.248921170988,427.7304743004,783.261926842649
"Afr_penguin","s1","Halifax",2008,"census","fit",643.867794373217,524.456773493762,796.308700630151,475.056600305977,880.655527230198
"Afr_penguin","s1","Halifax",2009,"census","fit",821.921013520326,670.913012898738,1006.32610742912,607.843988815268,1109.61206784826
"Afr_penguin","s1","Halifax",2010,"census","fit",840.699081055964,687.77196430045,1027.6447172963,621.017392956413,1139.32498833123
"Afr_penguin","s1","Halifax",2011,"census","fit",776.779408851684,630.973710765962,946.372106447548,570.72850719467,1050.86122007117
"Afr_penguin","s1","Halifax",2012,"census","fit",757.773359205733,619.13454315692,926.360848189722,560.480083197441,1023.77450181276
"Afr_penguin","s1","Halifax",2013,"census","fit",843.867545466934,691.764264632159,1034.14724601799,626.236124479926,1138.38371305144
"Afr_penguin","s1","Halifax",2014,"census","fit",895.439807882915,730.557982681612,1096.4548652679,659.447251714719,1208.98438176552
"Afr_penguin","s1","Halifax",2015,"census","fit",1072.40026231005,863.71663156929,1329.48082666005,789.745064937697,1461.69996239478
"Afr_penguin","s1","Halifax",2016,"census","fit",1105.00775606403,553.80954312644,2201.12539143024,530.460946347156,2279.23804894529
"Afr_penguin","s1","Halifax",2017,"census","fit",1138.21060556987,431.642915673744,2941.91748771926,418.761026835508,3010.11228883516
"Afr_penguin","s1","Halifax",2018,"census","prj",1172.56460297859,431.343893455162,3115.52702817016,431.736023907397,3147.4662727897
"Afr_penguin","s1","Possession",1979,"census","fit",308.198244490584,130.768705368346,750.826006219514,126.915654746295,776.811452716719
"Afr_penguin","s1","Possession",1980,"census","fit",315.169235635753,122.916948598825,815.242916076298,119.686067351777,840.145664120172
"Afr_penguin","s1","Possession",1981,"census","fit",320.109143622342,120.725315959497,853.4051066915,117.219750356083,870.713363481119
"Afr_penguin","s1","Possession",1982,"census","fit",322.953381910729,122.089137148138,872.74614002926,119.097362976622,900.943823135952
"Afr_penguin","s1","Possession",1983,"census","fit",325.424677836282,127.060608188245,840.143068369026,122.707890438824,856.896211478136
"Afr_penguin","s1","Possession",1984,"census","fit",330.315916545606,145.218117814124,775.892952129352,141.384856875809,790.68038398611
"Afr_penguin","s1","Possession",1985,"census","fit",336.683439756927,176.275742916717,634.430419365257,168.372544777285,655.216067444947
"Afr_penguin","s1","Possession",1986,"census","fit",339.48867464445,274.3621251643,420.408490861197,250.111588632222,462.28379211798
"Afr_penguin","s1","Possession",1987,"census","fit",470.363889997482,384.36946683764,575.407254993657,349.554471921114,635.795708533062
"Afr_penguin","s1","Possession",1988,"census","fit",869.241468343794,703.562008859582,1062.54503944588,637.696940788725,1170.34765085673
"Afr_penguin","s1","Possession",1989,"census","fit",784.269165360177,478.869188096267,1276.63691787625,461.139912028081,1341.29535123986
"Afr_penguin","s1","Possession",1990,"census","fit",707.627235812105,573.745263734664,876.987434232617,521.17327134265,963.228045202341
"Afr_penguin","s1","Possession",1991,"census","fit",695.749695861798,429.341517881216,1120.83494651485,408.317749530489,1171.17538652822
"Afr_penguin","s1","Possession",1992,"census","fit",675.294642110523,549.557940152915,834.627116610042,501.311336804184,911.522006069849
"Afr_penguin","s1","Possession",1993,"census","fit",719.726541898259,585.833999111129,881.242955630972,534.916013902712,970.678423208542
"Afr_penguin","s1","Possession",1994,"census","fit",531.201630535089,434.101416636443,651.617583604049,392.249520680821,722.4430091463
"Afr_penguin","s1","Possession",1995,"census","fit",587.273287953138,479.108882528957,719.760191286432,433.132833177158,798.247413506385
"Afr_penguin","s1","Possession",1996,"census","fit",507.078920099181,414.437435466756,620.356686722957,376.279873784828,685.473993165087
"Afr_penguin","s1","Possession",1997,"census","fit",507.140984701717,413.65921089006,618.996837821327,374.24896379592,682.031016242452
"Afr_penguin","s1","Possession",1998,"census","fit",468.982882082978,383.335480259239,573.888483159487,348.598279825104,630.866758438675
"Afr_penguin","s1","Possession",1999,"census","fit",464.326122527006,377.840109351714,567.348538603814,342.422051313004,626.555671993305
"Afr_penguin","s1","Possession",2000,"census","fit",368.31085947988,302.168530469326,451.966405740959,274.804239777703,498.291647568999
"Afr_penguin","s1","Possession",2001,"census","fit",366.103981003299,299.333226971521,449.559778805605,272.755078262985,494.693253621323
"Afr_penguin","s1","Possession",2002,"census","fit",400.047127639073,326.007402471997,490.264809996472,294.371723692205,540.594178620958
"Afr_penguin","s1","Possession",2003,"census","fit",379.869702474818,311.204851801781,463.726680238165,280.312768152431,513.331254299486
"Afr_penguin","s1","Possession",2004,"census","fit",438.649230259188,360.181813365271,536.123183437929,325.566380830291,590.871563582455
"Afr_penguin","s1","Possession",2005,"census","fit",455.55877677461,371.972144385892,556.897283194363,335.263682699944,613.311819060306
"Afr_penguin","s1","Possession",2006,"census","fit",372.57975223747,305.944774262123,456.148125869674,277.953243778939,502.972190028235
"Afr_penguin","s1","Possession",2007,"census","fit",452.722686669874,368.766061893591,553.602410637119,333.567838989766,608.262665072637
"Afr_penguin","s1","Possession",2008,"census","fit",483.402793541178,392.901386811232,593.886991469155,354.918970220577,653.369292789936
"Afr_penguin","s1","Possession",2009,"census","fit",600.407343175152,489.616048539479,735.043447735972,446.139124094696,818.981702250791
"Afr_penguin","s1","Possession",2010,"census","fit",597.418722576393,488.090195170257,730.412068564322,445.687937302392,812.532222835763
"Afr_penguin","s1","Possession",2011,"census","fit",619.959177349599,507.014715846948,762.330638104106,458.092056223922,843.496453405335
"Afr_penguin","s1","Possession",2012,"census","fit",627.055634743169,514.867205645484,768.461346730752,463.879122437268,850.687764094666
"Afr_penguin","s1","Possession",2013,"census","fit",729.049605592847,594.292683596666,886.643760291832,538.985939311088,986.772055489571
"Afr_penguin","s1","Possession",2014,"census","fit",869.323233833638,708.977005790043,1067.85091185422,643.235224506757,1178.6115114962
"Afr_penguin","s1","Possession",2015,"census","fit",1167.37737414174,945.784125462232,1436.43087066235,860.647966817878,1586.82732833562
"Afr_penguin","s1","Possession",2016,"census","fit",1204.20339581193,606.342814076264,2422.51454370687,578.041558779947,2514.47813098985
"Afr_penguin","s1","Possession",2017,"census","fit",1243.29914815286,478.975649714147,3309.83529420399,466.25902523784,3414.99032433157
"Afr_penguin","s1","Possession",2018,"census","prj",1289.73277728681,484.124888590504,3527.64002103741,475.579123480016,3546.5046053806
