"assessment","scenario","name","year","obs","obs.err","hat","lci","uci","lpp","upp","residual"
"Afr_penguin","s1","St.Croix.Island",2013,7657,0.110137347445846,7645.10449880259,6256.81091654924,9351.69062352524,5653.59930810846,10357.1073550347,0.00155475393525784
"Afr_penguin","s1","St.Croix.Island",2014,8685,0.110137347445846,8450.49474538676,6902.9689182117,10340.0790215412,6240.18102276428,11486.5084374863,0.0273724102880433
"Afr_penguin","s1","St.Croix.Island",2015,7616,0.110137347445846,7556.28075355857,6145.063490124,9219.2374498839,5572.95816154425,10079.9039871949,0.00787219216652879
"Afr_penguin","s1","St.Croix.Island",2016,6107,0.110137347445846,6237.56910763172,5097.45305982186,7659.26058692178,4623.89646734345,8451.95347894566,-0.0211548861550988
"Afr_penguin","s1","St.Croix.Island",2017,6145,0.110137347445846,6145.63579382596,4951.67911627945,7608.46493140967,4484.93121882811,8390.3298948568,-0.000103459875825607
"Afr_penguin","s1","Bird.Island",1981,572,0.110137347445846,583.290381649003,470.34663618582,726.795689963321,428.002471502671,796.068014883836,-0.0195461526998724
"Afr_penguin","s1","Bird.Island",1990,3703,0.110137347445846,3582.73241416498,2896.14721118663,4403.85071825639,2617.82468309958,4830.11365986972,0.0330175484614212
"Afr_penguin","s1","Bird.Island",1991,3194,0.110137347445846,3268.3386128993,2672.32211683823,3993.86490499345,2404.92409696838,4428.17081959275,-0.0230077365555701
"Afr_penguin","s1","Bird.Island",1992,3784,0.110137347445846,3582.7084612265,2913.1168868147,4359.40765407209,2656.33186178301,4794.66347451257,0.0546625834040739
"Afr_penguin","s1","Bird.Island",1993,2293,0.110137347445846,2454.4590270394,1998.32132490531,3020.5603304204,1816.95322711119,3322.37094741501,-0.0680453775040908
"Afr_penguin","s1","Bird.Island",1995,3651,0.110137347445846,3442.24934763177,2765.21963326185,4250.80640991085,2515.02451957406,4669.03999826126,0.058875964849145
"Afr_penguin","s1","Bird.Island",1997,1621,0.110137347445846,1768.34029577803,1430.27244901309,2203.42587714094,1303.01238898386,2424.79039296901,-0.086998177928554
"Afr_penguin","s1","Bird.Island",1999,3883,0.110137347445846,3758.54871833322,3063.218788734,4614.72902362819,2773.52220453074,5090.89657255942,0.0325751470235538
"Afr_penguin","s1","Bird.Island",2000,4093,0.110137347445846,4117.50617725534,3353.11168978591,5058.07834072444,3041.75804584456,5584.17926014361,-0.00596948580242973
"Afr_penguin","s1","Bird.Island",2001,5376,0.110137347445846,4841.30666396233,3902.72074365132,5937.62395567062,3516.92636460274,6495.71018136329,0.104759947035118
"Afr_penguin","s1","Bird.Island",2003,936,0.110137347445846,1130.4581833165,914.064016702653,1427.82144162138,832.562682754853,1570.9489012694,-0.18876282500876
"Afr_penguin","s1","Bird.Island",2004,2951,0.110137347445846,2707.23589058231,2202.24183519692,3315.83661558282,1986.90693274178,3660.85256746145,0.086215948163864
"Afr_penguin","s1","Bird.Island",2005,3203,0.110137347445846,3102.54355261139,2517.55541592428,3812.48496128723,2290.72468658274,4184.53979186085,0.0318655947203386
"Afr_penguin","s1","Bird.Island",2006,2822,0.110137347445846,2703.08098589678,2208.65785158739,3287.75769755291,1996.37577917885,3655.53454956934,0.0430536250991027
"Afr_penguin","s1","Bird.Island",2007,1403,0.110137347445846,1588.47402771934,1294.70569003702,1954.57145135957,1166.05238898286,2178.04560861904,-0.124161023281024
"Afr_penguin","s1","Bird.Island",2008,2765,0.110137347445846,2609.7583386339,2127.30793262095,3201.46205319999,1931.63371278227,3509.71124679543,0.0577830084881912
"Afr_penguin","s1","Bird.Island",2009,2624,0.110137347445846,2627.88753741857,2127.124823526,3225.18741301375,1926.69189650224,3540.65263548572,-0.0014804346440771
"Afr_penguin","s1","Bird.Island",2011,2600,0.110137347445846,2617.20202696227,2128.00276825312,3220.33027170867,1938.24483579575,3546.21202003931,-0.00659437346311886
