"pop.change","r.All.yrs","r.1GL","r.2GL","r.3GL"
-56.4800237295129,-0.0225432354567623,-0.0492437114339683,-0.0492437114339683,-0.0444961972903819
-51.0547049202881,-0.0157848913095027,-0.00885230679377003,-0.0199733614849915,-0.0199733614849915
-59.1697627931136,0.00678628528201131,-0.0580952780540365,-0.0580952780540365,-0.000794659257138619
-57.5521838557718,-0.0135353037137014,-0.0359848003391949,-0.0209304900793335,-0.0139780114945047
-69.3889860747316,-0.0409992866765112,-0.0589153746761468,-0.0589153746761468,-0.0589153746761468
-60.6141149096342,-0.0288636234282116,0.0299688086920789,-0.0243896427441612,-0.0243896427441612
-49.3233367432497,-0.0409962266142019,-0.0261418881526598,-0.0348854205114772,-0.0471070327169265
-62.2725980141676,-0.00451091014233462,-0.00535211391311741,-0.00535211391311741,-0.0125280364599867
-49.472738096802,-0.00764956881802448,-0.0263842086774915,-0.0192892859944767,-0.0192892859944767
-56.9850476603124,-0.0270241543043745,-0.0226895439665409,-0.0257556675811763,-0.0226895439665409
-48.4410100554594,-0.00101665872201906,-0.00459912534745577,-0.0391554198034907,-0.00459912534745577
-67.7769980542902,-0.0284031556875686,-0.0309271817434933,-0.0309271817434933,-0.0309271817434933
-61.9173340954409,-0.035700296459872,-0.0172568175976036,-0.0440936541456569,-0.0440936541456569
-57.6337408759276,-0.0356908484370209,-0.0319202840989394,-0.0394614127751023,-0.0394614127751023
-59.1746710444989,-0.0551078118556951,-0.0503938447192134,-0.0541601331491588,-0.0541601331491588
-39.6379114946097,-0.00336937671215765,-0.061254840105077,-0.0371742311112637,-0.0136907262061357
-61.6280576544633,-0.0332985701056234,-0.0163144282719792,-0.0508027519695986,-0.0249792397906869
-15.8591377165313,-0.0232398362162183,-0.0179811451910226,-0.0179811451910226,-0.0128591161742904
-74.5050572535191,-0.0315762761764686,-0.0469033442063083,-0.0344139518029625,-0.0469033442063083
-58.248051354634,-0.0345789966288352,-0.0238755105084092,-0.0238755105084092,-0.0238755105084092
-51.2224441067162,-0.0226201208081722,-0.0227896066033004,-0.0352694058781928,-0.0227896066033004
-36.9556043559977,-0.0140439382306816,-0.0936656036073558,-0.0121989879146636,-0.000322359467508804
-45.1367369952608,-0.0306132820920091,-0.0468962615778423,-0.0326032787825383,-0.0322324806127234
-56.5750867347998,-0.0304529861277985,-0.0299073298699053,-0.0299073298699053,-0.0299073298699053
-55.7385059397324,-0.017601764011415,-0.0617032725012834,-0.0617032725012834,-0.0380410084650276
-70.679964853795,-0.00252198888305788,-0.021595036506012,-0.021595036506012,0.00116824793334125
-48.0739919907766,-0.00270868945299796,0.029499910397087,-0.000731537349416556,-0.00468584155657936
-59.0340754822377,-0.0415812922414736,-0.0449518417723613,-0.0449518417723613,-0.0551511913362663
-44.9908978033372,-0.018990922849893,-0.0217032607952223,-0.0331650900701419,-0.016064882130852
-56.9659202524629,-0.0426976515349997,-0.0469136964488275,-0.0469136964488275,-0.046665958214243
-51.7554903392787,-0.0117655292617354,-0.0634727090284883,0.00225872890051804,-0.00563022962295534
-50.243411074475,-0.0317999601131991,-0.0912594209911681,-0.047790821707471,-0.0364848757846108
-43.3567532375557,-0.0429955183896258,-0.0642908200041177,-0.0642908200041177,-0.0642908200041177
-55.8427673449018,-0.0335907526561998,0.00951909019211072,0.00483543605846748,-0.0401211768824457
-72.3629044860039,-0.0529391030736166,-0.0525313336142563,-0.0525313336142563,-0.0525313336142563
-40.0080838509606,-0.0268785166508456,-0.0529408739426973,-0.0529408739426973,-0.0207795276571865
-38.7481732217718,-0.00744468675592458,-0.00837518837127682,-0.0095428263720585,-0.00837518837127682
-50.908369855093,-0.0260033715883248,-0.0202650024607589,-0.0225980314209142,-0.0268524950232827
-71.8129017508086,-0.018486261922587,-0.0043194240086919,-0.0139805761316065,-0.0155055175143204
-46.9903061970376,-0.0512831632792139,-0.00950082866582136,-0.0481516131024922,-0.0481516131024922
-64.3640728830786,-0.0402542955745435,-0.0331772875164216,-0.0331772875164216,-0.0473313036326655
-38.6984358639467,-0.0450244128412605,-0.0395851831436875,-0.0472358250787703,-0.0449152503877226
-67.5483571606241,-0.0240638400693802,-0.0334824820605917,-0.0185809711706337,-0.0295467089681267
-55.9959231373273,-0.0146989491241412,-0.0367050266519335,-0.0367050266519335,-0.0228830451251216
-57.0267316655887,-0.0152114792084737,-0.0125240793494577,-0.0125240793494577,-0.0125240793494577
-66.9231943766323,-0.0624506355016994,-0.0620682113901321,-0.0735183892192612,-0.0735183892192612
-51.0937294592175,-0.0152007407719283,-0.0441718908048134,-0.0441718908048134,-0.0158237941879644
-69.495361335471,-0.0264414776103816,-0.0154781170034237,-0.031892443253799,-0.0256839469948744
-74.7572254489038,-0.0528230431170869,-0.0797400433283943,-0.0785991455414567,-0.0785991455414567
-63.8709837751782,-0.0488818290075921,-0.0478526678941833,-0.0478526678941833,-0.0482900956240826
-63.6477664020801,-0.0155433117401529,-0.0176765244805548,-0.013410098999751,-0.0237973062446617
-33.8878797923604,-0.0213732161260873,-0.0696193969880525,-0.0433479603483153,0.0104734878651822
-57.4973364811419,-0.0377421116643895,-0.0703891616345143,-0.0510328144933752,-0.0475934399360334
-52.7855313959666,-0.0170523736843666,-0.0253883916902868,-0.0253883916902868,-0.013031421363138
-62.9413514722923,-0.0338999417948456,0.0024831686551785,-0.0653100607221937,-0.040661323679581
-62.6897292005052,-0.0478187800219789,-0.0764947516364156,-0.0764947516364156,-0.0585532234475359
-68.2986432313335,-0.0132946436891235,-0.0852385751399076,-0.0199780303134407,-0.0199780303134407
-59.0835307135043,-0.0436789206876398,-0.0355297863531572,-0.0418892713187162,-0.0418892713187162
-57.6522676533762,0.00314314683458061,-0.0589432898507241,-0.0589432898507241,-0.0351830919873173
-50.366887067325,-0.0485698201206919,-0.0526192204427574,-0.0449425480331804,-0.0312320686463785
-50.461059364522,-0.0101280656387015,-0.00962454265609303,-0.00962454265609303,-0.00962454265609303
-49.4457073510081,-0.0248792422785398,-0.0194339056144575,-0.0194339056144575,-0.0194339056144575
-67.7850018522865,-0.0294266998471553,-0.0241005702856434,-0.0652050311473591,-0.0371987589308649
-60.0945547442065,-0.0218080364568563,-0.049040489850805,-0.075065962026958,-0.0479282748197623
-50.6420452707936,-0.0309895765275003,-0.0338148397510292,-0.0389114559418928,-0.0338148397510292
-52.6742171468079,-0.0417613301078532,-0.0722763986052044,-0.0722763986052044,-0.0590536116914944
-63.1102396923612,-0.0444880368180245,0.00882755149856962,-0.0466462725549608,-0.0466462725549608
-69.3068105699652,-0.0429136574431652,-0.045372723180364,-0.0616588325316201,-0.0616588325316201
-57.1145427201078,-0.0536477845508481,-0.032103780536719,-0.0510450026327831,-0.0510450026327831
-54.7813648646851,-0.0428690167876971,-0.0509087683884584,-0.0485473063460322,-0.038583102717956
-38.8989908270461,-0.00640920394610855,-0.0321128991572301,-0.00989194565916662,-0.00292646223305049
-58.4173492475261,-0.0286567318446842,-0.048411073209067,-0.0662294509037444,-0.048411073209067
-54.0841489589634,-0.0205896580435603,-0.0507443055058285,-0.0507443055058285,-0.0225788367712152
-57.7665610411432,0.00130347158178878,-0.0720907146144807,-0.0720907146144807,-0.042406536819902
-42.44702134526,-0.0358936961217928,-0.0327300441796083,-0.0390573480639773,-0.0327300441796083
-49.030356080969,-0.0119095511853899,-0.0525892658318501,-0.0436883940125536,-0.0136333934001289
-65.250451312407,-0.015931403500212,-0.0347623910887158,-0.0111995304742365,-0.0347623910887158
-48.9044383147267,-0.0218727875849556,0.0538198444082028,0.0257662402160168,-0.0562672108952622
-42.2068020177442,-0.0320002906619941,-0.0250329924670076,-0.0250329924670076,-0.0250329924670076
-61.3927694783417,-0.0618415212457952,-0.0835747822149706,-0.0773591450204894,-0.060300575197541
-52.8986314248264,-0.0638769533135353,-0.0656904475207902,-0.0753528674564681,-0.0656904475207902
-50.8133565987131,-0.0236756116849017,-0.0389485754033654,-0.0901510527731642,-0.0599534864362496
-50.2800775434538,-0.0166218203134099,-0.000563918478201586,-0.0463661639663808,-0.0104639204177186
-67.8553732902086,-0.0709141111925655,-0.063971237795263,-0.063971237795263,-0.077856984589868
-48.251336064512,-0.032616862232099,-0.0528452552574876,-0.0368538891151857,-0.0283798353490123
-42.8919429386197,0.00341905136906906,-0.00985427831730057,0.00378733120653862,0.00378733120653862
-66.3590934759904,-0.0472211581878668,-0.0509901617926491,-0.0509901617926491,-0.0509901617926491
-47.7501057942332,-0.038609750529309,-0.0413417145925106,-0.101388786657097,-0.0413417145925106
-50.6008277171535,-0.0334861256820798,-0.0479563379210717,-0.0479563379210717,-0.0190159134430878
-46.2289883104177,-0.00765738720548459,-0.0517339310864831,-0.0517339310864831,-0.00388242339041334
-54.4193222555414,-0.011048024877133,-0.00453201725779628,-0.00853701004767871,-0.0135590397065872
-57.1928496416405,-0.0461358290019076,-0.0492537546014358,-0.06011443446139,-0.0492537546014358
-37.2871653664923,-0.0489774330953203,-0.0511291420221447,-0.0538705473333341,-0.0511291420221447
-62.7251447234756,-0.0504905990909776,-0.0165831935584215,-0.0560400637139669,-0.0573960952791559
-68.7797941522717,0.00168681041999541,-0.0223053001677229,0.00119930966451776,-0.0223053001677229
-39.4549214421859,-0.0282149783355088,-0.0412152452062369,-0.0432271320066668,-0.027344978863125
-60.0250180041789,-0.021700555474907,-0.0564879487207541,-0.0564879487207541,-0.0344459232762233
-49.7302036082272,-0.01032009830225,-0.0212217192942692,-0.0398341319209337,-0.0212217192942692
-66.333576697323,-0.0251363082463003,-0.0582121729951801,-0.0582121729951801,-0.0305629828932847
-51.8941572024836,-0.0188907168697501,-0.0147167437331301,-0.0583871425011271,-0.0372944981613568
-53.9332921485439,-0.0603395043721333,-0.0356168523911879,-0.0617989324473136,-0.0617989324473136
-65.0886171440944,-0.041290270016197,-0.041979336023438,-0.041979336023438,-0.041979336023438
-67.3965208446398,-0.0093572394291499,-0.00561213422546025,-0.0748712194985046,-0.00561213422546025
-63.0526388305821,-0.01258445925916,-0.0641890813904595,-0.0525582424619699,-0.0322941862795698
-48.1504629267,-0.0197753793541873,0.00217288376292579,-0.0302442598432897,-0.00969853444344793
-61.9067137257767,-0.0258289885425711,-0.035972668091464,-0.035972668091464,-0.035972668091464
-47.23490626363,-0.00720623550057109,-0.00391637243409981,-0.00391637243409981,-0.00391637243409981
-39.7098057342509,-0.0300177512373727,-0.0890380234646084,-0.0483394233854995,-0.0270532893819269
-43.6725568501292,-0.0178138834998123,-0.00214868080238162,-0.0243488323973846,-0.0236837014966795
-34.7698068212238,-0.0249239271450961,-0.0218149783252901,-0.0359465214134502,-0.028032875964902
-59.2032139442783,-0.042278490792909,-0.0640609045990708,-0.0640609045990708,-0.0484271439362622
-52.0567256733365,-0.0405836285327963,-0.0286658783127791,-0.0505208568395901,-0.0554781594016038
-42.8976819498058,-0.0145808579639084,-0.0174758282558685,-0.0245402305923257,-0.0174758282558685
-51.4500964608732,-0.0168566018140011,-0.0401625761608386,-0.0401625761608386,-0.0401625761608386
-52.7391677131536,-0.0373394543223409,-0.0280358776153609,-0.0620494579653048,-0.0337171647606436
-48.0483450400415,-0.0317537277190851,-0.0547123711166577,-0.05102588499728,-0.0124815704408903
-65.7844277952533,-0.0127042186382864,-0.0257402370544693,-0.0313434162902979,-0.0221324323899292
-36.0358436382586,-0.0378592763958316,-0.0427761169972172,-0.0518058614212418,-0.0329424357944461
-42.181979109363,-0.040960985220952,-0.0393636777147268,-0.064873951901335,-0.0393636777147268
-57.7522529593741,-0.0190247573350444,-0.0502717175867851,-0.0475633284511225,-0.0390459430809429
-60.1736759670502,-0.0059930835448565,-0.0601158915709643,-0.00732622054627718,-0.00732622054627718
-54.8475843502137,-0.0202357010490237,-0.00481319910525535,-0.0329358877030455,-0.0225597855195812
-71.6972877427019,-0.0256617240731307,-0.0490896180141842,-0.0490896180141842,-0.0452046349884636
-52.0275531741596,0.0134503877883692,-0.0217365109833469,-0.0252907951210357,-0.0217365109833469
-54.3840600992911,-0.0445516906427352,-0.0535885985780649,-0.0680410885528442,-0.0535885985780649
-53.3866168303186,-0.043908256538252,-0.00962454222297637,-0.0381924160378002,-0.0381924160378002
-59.7953091361943,-0.0188302246455203,-0.0197249052750941,-0.0243346292093882,-0.0197249052750941
-49.8250560215917,-0.0114157939105954,-0.00972631958659242,-0.00972631958659242,-0.00325366329964716
-57.7028007804116,-0.0368937819700959,-0.0476010634028263,-0.0707273753080848,-0.0247813405650668
-47.8272012968953,-0.025595203931049,-0.00810062227350095,-0.024735816707663,-0.0187161930181787
-41.9376442824308,-0.00571915947081525,-0.00551962413643814,-0.0140240743841602,-0.00591869480519236
-41.3050048019813,-0.0459095119686905,-0.0293665092022035,-0.0441880177531875,-0.0293665092022035
-51.0071059065655,-0.0136433089137737,0.000878713215749727,0.000878713215749727,-0.0217825475605622
-59.2724980521486,-0.0478235740274844,-0.0461284002762881,-0.0461284002762881,-0.0461284002762881
-65.3224951435834,-0.0569198744873791,-0.077222388015004,-0.081745469135539,-0.0763403124490232
-43.8081181187591,-0.0355755987755346,-0.0350121839915261,-0.0361390135595432,-0.0350121839915261
-54.9997797194583,-0.0224503432764669,-0.0607977586272668,-0.0574093855271709,-0.0445219072126228
-62.9200351237796,-0.03101833642621,-0.0569831087844666,-0.0569831087844666,-0.0539686062877518
-47.1777820157439,-0.0197537084107147,-0.0338900817933379,-0.0317568370229431,-0.023694637339716
-61.2656785206998,-0.0272078105811886,-0.0478104346144264,-0.0264131233645202,-0.028002497797857
-70.0580466412274,-0.0280069468750046,-0.0183184185628296,-0.0143571336733803,-0.0183184185628296
-55.4070471535079,-0.0232864649041709,-0.00623727705666077,-0.0192322488244443,-0.0192322488244443
-62.0733824352914,-0.0409523497846811,-0.0409770214834548,-0.0409770214834548,-0.0409770214834548
-71.1108725822254,-0.0617409721686695,-0.0609752070687239,-0.0816607437350356,-0.0816607437350356
-53.263066419926,0.00709616888017983,-0.00813668880803853,-0.00813668880803853,-0.00813668880803853
-59.5928836073771,-0.0380977434473433,-0.0442536212035876,-0.0209600797723706,-0.0423449563410863
-43.7863291948101,-0.012734232122888,-0.0505049495692589,0.000417443157168407,-0.0258859074029445
-69.4962282064526,-0.0126747533555953,-0.0351355537129461,-0.0351355537129461,-0.0351355537129461
-50.7274176730866,-0.0269712666378377,-0.0277497758059422,-0.0277497758059422,-0.0261927574697332
-53.0800298554,-0.0353680583384621,-0.0532092983314278,-0.0532092983314278,-0.0374990296332403
-66.6176123434455,-0.0395096494360363,-0.0425411804897315,-0.0590878801168788,-0.0425411804897315
-48.4016911240929,-0.00149426272609876,-0.0130346118585987,-0.0417482026835945,-0.0417482026835945
-51.6992078256948,-0.0186188044750875,-0.0267853008552255,-0.0267853008552255,-0.0267853008552255
-41.9536709819845,-0.0261799811714614,-0.0185684532074237,-0.0185684532074237,-0.0233176828816006
-49.5820426503381,-0.0413856722908266,-0.0624198128532143,-0.0624198128532143,-0.0373930719248374
-48.474687748068,-0.0303690912546051,-0.0410730565459527,-0.0246735810778986,-0.0246735810778986
-50.1975719661198,-0.00316787213631464,-0.0118849712270173,-0.00368803853194066,-0.00368803853194066
-72.441557618567,-0.0243624357375944,-0.0290596156894534,-0.0290596156894534,-0.0290596156894534
-54.7270855926233,-0.0317175392828322,-0.0423362516098855,-0.0423362516098855,-0.0345806325603952
-54.6125936675335,0.00571213809164917,-0.0167244645220421,-0.0167244645220421,0.00956944226171252
-44.3913212072909,-0.0161254799312038,-0.0194339706292155,-0.0288849149663459,-0.0128169892331922
-42.0403351262921,-0.0419209419549462,-0.0490840282253391,-0.0490840282253391,-0.0360543458225653
-57.4839372895629,-0.020183719074029,-0.0221887877308937,-0.0542734014610691,-0.0477895901252889
-58.9818700309692,-0.0151383762048365,-0.00716193928736608,-0.00913787047996095,-0.021138881929712
-44.7226214517271,-0.0104636435581389,-0.0107365404881836,-0.017193987695709,-0.0107365404881836
-50.3309508157858,-0.00879449522753539,-0.0141622905543297,-0.0141622905543297,0.00142148264282227
-60.8105201225702,0.0016039897764486,-0.0238731041188149,-0.0194311909348901,-0.0194311909348901
-44.7782788253454,-0.0477644177304359,-0.0639094062284045,0.00869691870050282,-0.0469741943263777
-54.1132799509313,-0.0336875013664706,-0.0376798022646145,-0.0376798022646145,-0.051684479535913
-67.2149128368774,-0.0213059254490942,-0.0442152977502968,-0.0373696845038385,-0.0373696845038385
