"yr","Type","estimation","total","total.lcl","total.ucl","Dassen.Island","Robben.Island","Boulders","Stony.Point","Dyer.Island","St.Croix.Island","Bird.Island","Mercury","Ichaboe","Halifax","Possession"
1979,"census","fit",52923.247357749,46828.2817820081,59883.7412328641,12548.8473582506,7.50352021124804,1.541221085396,0.746105799252139,22843.0000951649,13971.8634877853,566.01968483085,1093.43389358947,756.792660404611,379.864872734181,318.36451508678
1980,"census","fit",52489.9958359915,39101.9905576618,74280.1958432372,11288.6673226172,7.97051059938261,1.61633971992224,0.831696651671128,21996.4414327591,14842.3072098221,575.277289435687,1104.05497224743,761.7978909405,382.556067366092,321.489812368659
1981,"census","fit",52667.688525547,35089.2083324802,83195.825620793,9997.42063282782,8.60548732761052,1.70569526100891,0.913962343190821,21447.2833489678,15672.1851031393,583.897038328069,1109.59406106261,768.447758612697,387.718410310061,321.919708333969
1982,"census","fit",52268.4595832683,32584.0251539575,87731.1119927734,8842.46380273282,9.30350694939589,1.80369834092747,1.00606440436412,20681.0127291755,16418.8879367882,713.844256385311,1126.25642068717,771.920433132731,392.604294861756,328.1277827655
1983,"census","fit",51943.7361375529,32383.3136272748,85764.2469903924,7756.32764910717,9.9076074636742,1.91171457299365,1.15544703953241,20027.4033235548,17465.7919613392,866.160761986727,1138.67700347828,772.358008492923,398.905823983629,327.833200721527
1984,"census","fit",51062.591345726,33557.4214392615,80524.8134639003,6958.07762718481,25.1567070726709,2.01781910939127,4.71312227186203,19449.3600041564,18405.7184148419,1064.36593381807,1160.11020851364,778.319166292388,401.247838598875,332.935618344043
1985,"census","fit",49544.8096387958,37851.5767477419,68690.148717444,6160.18515495874,97.1786132566615,2.13283098271535,10.9851284807041,18659.7148644108,19323.8066087428,1297.82451076449,1178.36411942441,777.908483413146,407.352518102039,334.801610493924
1986,"census","fit",48363.048651397,37198.4758567047,66876.7753812226,5446.75766084716,224.522568463165,4.01396518290637,25.4981484373334,18119.0928081535,19344.5042709469,1589.32136725757,1195.74649895179,781.399251916887,409.189728547594,338.129474490396
1987,"census","fit",47425.3616500481,32663.7616892672,74472.5020817846,4791.96324062618,465.608722973397,7.60486420019908,35.2040294553178,14963.685771058,19378.4034226446,1948.65914884047,2100.97278439649,1329.87727534439,653.118399570657,470.084518153045
1988,"census","fit",49041.3488171361,33553.1774838859,79920.6853057939,6297.10606752399,803.128605062158,30.0396597509567,48.9843821363436,12238.9081906338,19422.1850664077,2389.25125377579,2635.49480381893,1750.20408501028,755.418045772534,872.964250426889
1989,"census","fit",50013.9637248556,35901.294743274,82363.9961883047,8188.23394470669,859.760554454538,38.4977716220941,68.2382219108251,10044.7203187401,19653.6182953814,2920.13982214524,3330.3436855398,2307.54972559921,871.663113896666,785.007799372378
1990,"census","fit",49012.9842835453,36210.8921602995,78923.1290846888,8522.34719761506,1272.14202229451,56.378031992599,85.7526195887491,8285.77140153171,19497.2568334577,3582.3258019305,3530.12426566035,1989.5932717651,1011.68710673725,707.235239477428
1991,"census","fit",47684.516661283,35918.412056691,72885.6840301549,8840.31378248457,1828.91506223129,123.597900573693,75.5638322401136,6354.8894802225,19509.5122408089,3261.80157964836,3547.10803308443,2192.88252612892,842.95436046551,687.758282559814
1992,"census","fit",47232.6393291656,37542.2357728652,65743.74638022,7652.55989515378,2019.14471988328,160.418821744742,57.0093587706563,6802.01006512513,19461.2029514861,3587.57980550194,3563.66556326842,2417.76217058834,701.95542526704,676.124301853281
1993,"census","fit",42144.2204239566,37828.8703953197,47425.3938718439,7402.84970718339,2206.41255409199,239.551934402412,41.6575520146016,2760.66481716451,19372.6792222364,2441.6125454065,3496.62753530284,2643.76287951222,702.491093524764,719.555430048626
1994,"census","fit",44426.5436367968,35161.2107319139,61130.9858343759,9217.78680078531,2695.43182176664,346.835501999243,44.2662841958326,4391.76838343514,18391.2827438013,2906.14713452889,2231.79108291126,2764.52738029817,662.870211283253,529.124901712657
1995,"census","fit",44417.9760477386,34403.5369767289,65213.893974386,9725.8267484192,2375.94859063347,369.935676222421,49.9294158428853,4171.79446525419,17494.1067135927,3451.47019078497,2278.14148923224,3203.39609719716,479.373793602739,592.453227440344
1996,"census","fit",41545.0436910067,31781.0951063671,63457.0648909948,9465.38864843573,3042.24534464299,428.833504239594,56.5754188623792,3297.36956914274,16607.550765141,2466.09855761006,2404.14314706128,2612.01298960498,396.46081417684,507.204467098348
1997,"census","fit",38864.6427093129,29973.5845230737,57164.2087457673,8916.57296632004,3316.89618987695,678.362031052048,63.8076546911159,2723.02466853918,15738.0850631611,1756.41288865178,2652.97154978892,1931.01590624701,428.721853919732,507.133211004164
1998,"census","fit",40455.981407228,32698.8587333419,54205.8223143127,11019.3223286565,3532.0964929405,588.907425205541,72.4946954473155,2056.6240816252,14932.4506998793,2576.98622742526,2871.59482367152,1603.83077925828,446.082026533081,467.788550240752
1999,"census","fit",46312.5067629189,41998.0986788982,51176.0153217477,14878.4992353364,4398.99588194903,874.412654379913,86.6784656168219,2317.15292779188,14163.0305883156,3769.07392705365,2995.66836554548,1693.59779298802,481.557586861414,465.094995731794
2000,"census","fit",50377.9307567921,45704.266501285,55682.4520433988,17173.1814825964,5392.88215900977,949.639613930171,102.880314241618,2214.8543115753,15211.8457326676,4122.19547092122,2832.64568062672,1432.95910764884,389.930781387273,367.762369989415
2001,"census","fit",57790.5401776288,52151.6855056524,63947.9349673796,21048.1104979778,6365.92668406962,1048.38154532497,110.458810987162,2106.83008938532,16314.2006677988,4875.61845860358,2689.49320378728,2162.68491808968,506.242784363969,366.046443672869
2002,"census","fit",54117.5706576307,47097.2819333398,63518.4065970379,22343.2922183628,6943.03637664246,1078.92723344082,115.363180375771,2123.23326130127,12401.1016048038,2345.48135715828,3319.14243683982,2160.64381340095,510.781386955152,400.604582748209
2003,"census","fit",46442.6066295265,41805.5086518526,51601.7149325059,20739.2948166021,6178.59994657966,1050.51871530802,120.696396559721,1963.73686828415,9385.73416668647,1120.49927587028,2762.95181284837,2006.00283416531,541.565774001427,380.413832664636
2004,"census","fit",51591.836739569,46341.1723120094,57642.4192435421,24172.7771863338,7560.02752415809,1183.514986314,105.701280040165,2180.08330430946,9340.92197731314,2720.86446348468,2124.82591810133,947.802554132509,651.468475068088,439.452284423762
