"yr","Type","estimation","total","total.lcl","total.ucl","Dassen.Island","Robben.Island","Boulders","Stony.Point","Dyer.Island","St.Croix.Island","Bird.Island","Mercury","Ichaboe","Halifax","Possession"
2005,"census","fit",44728.9346321403,40200.4063398903,49982.7374724025,21795.713297119,7064.4288739728,1204.61202891498,181.846963526709,2060.67465586392,4713.82761398156,3109.97499297133,2363.65638874172,1026.55867986069,613.73716886527,456.758092452785
2006,"census","fit",36745.1362717002,33449.650611597,40479.9973978156,13693.1783085278,5966.03402640099,1062.96168841185,255.485124697263,2008.1503162263,7362.92020135361,2696.07791885948,1881.11186721813,708.474281832142,595.979655500625,372.836177977263
2007,"census","fit",29757.148344124,27064.1658321517,32857.5532719802,11259.9022045523,5743.84159380442,848.940258177916,264.279625827825,1557.20199695764,4806.60633800889,1578.67319601213,2089.90445374266,452.962631613067,575.90767057088,452.356641420018
2008,"census","fit",27748.1597703654,25543.4415434526,30190.2688501276,6021.50725785219,4140.21774737168,890.140439161441,317.931219779339,1570.16771290155,7333.25561201256,2616.94073002579,3014.57439185068,589.96284012269,646.031387925421,482.116315096891
2009,"census","fit",24586.0711128153,22669.51003357,26723.5446312478,5178.85734420172,2551.96722289288,733.567593806648,469.914183181768,1295.02086455352,6939.1669252715,2621.5723291793,2647.93040084051,615.852018044901,822.442518514967,600.508039176749
2010,"census","fit",25732.8055918915,22158.9253752622,30993.238721877,4835.64126512301,2539.96484927882,888.124950266852,504.994994417795,1395.12321947904,7576.2931719744,2619.09087851549,3111.32137049149,649.007397242001,841.378921132799,597.918272830378
2011,"census","fit",24591.580130268,22561.5952840602,26890.1127815694,3852.40872947887,1860.73487237526,691.639933737088,1108.0454620736,1030.7180641534,8244.83593791359,2611.42054502512,3115.6841175228,580.518496839272,776.315868686124,621.732064919807
2012,"census","fit",23138.0874180887,21355.583815397,25107.5915512745,2770.98545191822,1659.36890103494,792.202424550162,1773.09011441873,1267.54996485855,6861.62592533404,2711.95223779612,3282.71781543134,557.8447515513,756.291835867524,626.827453084035
2013,"census","fit",21842.4179552877,20004.3920248243,23965.7578890061,2636.92124000046,1409.38779336234,582.113886660442,2051.58140375401,1235.04608540958,7548.98899903998,1043.96494315839,3081.30862731277,598.483324125516,839.330444947479,716.962993631922
2014,"census","prj",22532.8130998766,20618.2336721518,24735.1381675069,2517.73834989514,1645.4379375284,693.062683542945,2590.83441983257,1133.77959170386,7413.21698432549,1062.54056969927,3177.50430390888,594.233445267359,859.855382670944,734.294030578977
