"yr","Type","estimation","total","total.lcl","total.ucl","Dassen.Island","Robben.Island","Boulders","Stony.Point","Dyer.Island","St.Croix.Island","Bird.Island","Mercury","Ichaboe","Halifax","Possession"
1979,"census","fit",52935.1214596383,46814.780350758,60040.4078509105,12551.4791059915,7.22687863293279,1.51130187331929,0.749431893681351,22828.5107467321,13927.0599121303,551.370468521231,1076.70869885018,759.458652191718,382.661344267337,317.812581810606
1980,"census","fit",52294.1625897137,38961.3612186708,73968.7932773723,11092.4854162091,7.77866015002089,1.58402769001547,0.823214958653176,22190.9079927397,14843.4660271231,566.164348349446,1085.43657018591,762.807032360442,386.144103572926,319.15562242661
1981,"census","fit",52699.9329876336,34771.8152387545,83253.5981681361,9939.63666425831,8.45969259461598,1.67876419185731,0.91134739482693,21468.4400606532,15625.4840436516,583.163099626826,1119.00243185037,763.679864605303,389.365282127991,318.351554260456
1982,"census","fit",52077.6475656526,32803.4802158291,87196.2409800877,8840.2012651215,9.13837690498476,1.79144398077443,1.00426688174466,20570.0052313022,16361.8887677744,715.310435575117,1136.89852369082,770.340593120139,394.638446860287,325.854141880543
1983,"census","fit",51098.888699277,32153.8555378047,86454.9962884698,7790.62325902212,9.91805023916632,1.89065742935579,1.14964764955701,19834.0074553933,17350.0045062145,877.438717322158,1147.02571430634,779.224786436736,397.403927840283,326.679655358366
1984,"census","fit",50637.7955046775,33325.1985772322,79921.1976766752,6963.36961683043,25.1921014183588,2.00587754871306,4.698045024431,19244.1355154844,18360.1194340765,1074.27504541645,1163.54877877099,782.336240268245,402.764373386855,333.13169653498
1985,"census","fit",49503.2374396963,37810.6825183719,68236.1188894493,6081.49133100771,97.3031431538331,2.13405969763407,10.9728425917939,18624.3676935012,19341.548128904,1327.11166622904,1185.27098115102,778.241106802163,404.582759612166,336.151978453402
1986,"census","fit",48334.00058202,37307.8096015728,67036.0303956624,5394.32909562881,224.96847145584,4.04161006186957,25.4940829960273,18119.9335005719,19417.5609802799,1610.0167416632,1197.78931106298,783.243364164043,409.873447551384,338.253554761624
1987,"census","fit",47150.7063978435,32421.9220425137,74516.8284030951,4800.97492460583,465.936201570251,7.61467503379537,35.5105239436799,14804.3650374389,19237.6751716876,1949.36515442247,2101.04108236361,1333.43303896308,653.009080513085,468.862615002188
1988,"census","fit",48763.6288281505,33388.289638339,79563.3095094084,6252.65997037174,804.056863407222,30.0914675139789,49.4537914822982,12217.2484016803,19288.3431760203,2382.12234935264,2632.91299995227,1761.35299704941,752.392853694571,872.803443298742
1989,"census","fit",49675.5559197152,35664.6962407528,81836.288610329,8199.77374634285,860.392810000088,38.5896882534318,68.1272054659823,10070.2184219837,19203.5319341576,2924.53742177586,3325.63583399229,2308.36820141743,867.669315260467,783.252091816256
1990,"census","fit",48771.4198588591,35856.6545927733,78946.6081278775,8534.7066013535,1274.22020454524,56.4847166201039,85.5820133042236,8279.80591503489,19142.5262388,3586.84689364987,3531.44265039914,1986.50003882563,1011.96760684972,707.517088632381
1991,"census","fit",47500.8338124556,35920.9206942149,72350.9590370772,8824.9372159052,1828.31887742989,123.722864572704,75.5979774094321,6348.28847243355,19305.7362832265,3262.07306327275,3542.03567919634,2192.21544441495,840.677652718067,692.876578321938
1992,"census","fit",47185.1234695047,37422.681518362,64863.2199458505,7663.34533024241,2022.69916087424,160.197891423184,56.8627744019544,6792.45167295465,19373.2777779701,3585.43192774671,3569.22302058095,2417.59242930352,703.642741766179,675.594748493427
1993,"census","fit",42116.2562544979,37809.3317131494,47310.7625857198,7381.80275439766,2200.82891674749,240.20849663193,41.7076750470765,2767.23842099884,19331.5314110995,2443.16648034601,3494.35409862327,2633.91784852834,703.746954545974,721.898047404883
1994,"census","fit",44481.6835689191,35080.7021368609,60917.6678328938,9225.05252976002,2694.38200028822,346.76006184331,44.2914430645291,4384.86563796172,18401.3552638511,2874.22449901983,2232.45081731512,2764.80060491908,659.376603151626,530.875429121821
1995,"census","fit",44222.2113439817,34064.3503789491,64795.5693860599,9689.69812908369,2371.0566005014,369.301138930451,49.8808112790953,4165.30002140703,17415.4677572249,3450.67097033742,2269.04039519101,3209.57867783027,478.939230776017,591.422268310208
1996,"census","fit",41507.8256985094,31511.1707734166,62912.8911721657,9467.3497701815,3045.99151360428,431.213718805721,56.3231184618552,3294.5568672557,16549.91532642,2460.94448284365,2404.2451622913,2605.29100182445,394.835102700945,506.862583046924
1997,"census","fit",38811.9070574291,30054.4847850773,58397.3031446557,8918.58738733027,3331.7734962381,678.965897168472,63.9549592590115,2715.76437695211,15658.9865385444,1755.30268467672,2658.89509896765,1928.69029309852,428.199195227427,507.992109246238
1998,"census","fit",40507.1062552297,32771.4934804576,53829.5985548967,11034.1348722063,3522.02052218149,587.286277747849,72.4366429938212,2046.95333683447,15019.2883261348,2571.96861788578,2872.57677367587,1603.62034660966,445.925739040399,469.240615737142
1999,"census","fit",46350.2124397356,42112.7865915604,51143.4620484287,14905.2226284422,4391.86929592227,874.136389497354,86.2102089869133,2320.09663086562,14206.1555630165,3762.57480385642,3006.93993339497,1686.66623461003,481.95150062168,464.348881277892
2000,"census","fit",50316.3401204839,45715.4999032231,55746.7971043634,17129.9886275147,5395.5631855601,948.678594021558,102.823326871883,2217.16473930642,15196.6143031621,4123.7371740184,2824.85317386927,1435.27681079869,389.220562762913,369.254060477749
2001,"census","fit",57784.1544000971,52333.455919071,63965.6424057624,21079.5932088946,6364.88733293427,1045.46911984934,110.60980000293,2105.97944171036,16287.3582669462,4865.37260897801,2686.09766993507,2159.4279953496,505.140122009888,365.037303273272
2002,"census","fit",54101.1613123887,47138.8251477193,63154.4137444347,22346.5791406567,6948.34881808154,1075.6965511568,116.292097712528,2125.72806330749,12376.8704226961,2343.84150362379,3308.79963806708,2159.30557231833,510.52350284721,399.212614983468
