"yr","Type","estimation","total","total.lcl","total.ucl","Dassen.Island","Robben.Island","Boulders","Stony.Point","Dyer.Island","St.Croix.Island","Bird.Island","Mercury","Ichaboe","Halifax","Possession"
2003,"census","fit",46404.9798190861,41785.8819502687,51622.0384649378,20750.1566195206,6180.69201255471,1050.39947928958,120.45879661055,1969.82762371989,9373.72426152774,1121.36095761737,2759.30363710927,2000.40573981895,541.33948345982,380.648065538631
2004,"census","fit",51629.3357198357,46369.6123511525,57440.6328357471,24231.3857260154,7551.61104818312,1182.03715776068,105.872896494159,2178.64455158704,9365.54254488666,2716.3508335775,2123.93198605323,945.72207557801,649.280958696054,439.928999026769
2005,"census","fit",44765.8593141619,40219.5205175239,50151.0984796829,21800.016569443,7078.20112604097,1206.77102359325,182.02461291353,2054.89848029728,4713.47592717022,3102.3330466263,2369.70302214341,1024.11200687625,613.616413697135,458.575909506786
2006,"census","fit",36749.7746721278,33388.0060156432,40513.9174181272,13697.8792510869,5953.50391367877,1063.63726179586,255.699912754088,2005.59359956496,7330.24674771798,2697.85679694671,1888.95174868732,708.990191856561,595.445554534877,372.591160437529
2007,"census","fit",29716.4743415756,27052.7007826116,32760.7984612325,11246.0649176357,5739.49439146503,847.66367286506,264.289867269378,1557.9817572168,4799.43343910452,1572.44647218108,2089.53157152243,453.346207305386,576.633177241621,453.308832363328
2008,"census","fit",27741.0811976452,25527.7054702378,30224.4301353307,6026.87247034119,4143.69327315487,890.242697790322,317.493210168932,1569.45351383418,7336.71004921816,2614.19839439321,3011.20248088713,589.177831416432,644.494016386876,481.967626827266
2009,"census","fit",24618.7000689531,22636.7766770521,26871.9634729203,5193.31159219495,2550.42077783605,733.302878179077,469.014531250876,1294.18658474912,6963.038222254,2615.06413797025,2648.59719724886,617.325154571305,823.660888162168,601.12915393377
2010,"census","fit",25827.7859000958,22276.0293600766,31194.6526619741,4855.36615532758,2543.49986414108,885.726440264637,502.664306480678,1390.59622306027,7637.98178459379,2619.78094730876,3121.14826712059,648.594986875854,842.435407106315,597.494783782816
2011,"census","fit",24877.3507179122,22739.5683142731,27384.4116501663,3973.74567363298,1913.61015680192,696.74065701108,1081.55952436992,1001.99285492285,8391.69693533075,2617.09376214495,3109.50852849273,584.801965365013,780.561990529076,619.470163353342
2012,"census","prj",25581.5120573928,23363.4514763329,28165.5761602461,3833.2526024534,2278.33499775537,843.722454065878,1356.95393563581,909.066733972688,8259.57812641534,2747.2225884884,3214.2018909677,579.750051057342,797.58159919598,632.738211004299
